PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM
J	Jarman, N								Violent men, violent land - Dramatizing the troubles and the landscape of Ulster								JOURNAL OF MATERIAL CULTURE				1	1			39	61		10.1177/135918359600100103			MAR 1996	1996	This paper considers how the physical landscape of Northern Ireland is used in film, television and novels to suggest that violence is part of the essential character of the Irish. I begin by discussing the way in which mural paintings have become a key signifier of the threat of Republican violence. The paintings have come to stand in for the unseen gunmen themselves who are depicted as a product of the decaying urban fabric and represented by it. But the paintings are also used to redefine the working-class estates as ghettos, a term which helps to frame the context of the violence as other and distant from British political life. In contrast to the violence of the poor ghetto dwellers the middle classes are shown as responsible and law abiding. They are peaceful men and women living in the respectability of the suburban landscape.As well as contrasting ghettos and suburbs, many dramas further create an opposition between the violence of urban life and the peaceful integration of rural life, where sectarian divisions are transcended by individual contacts. However, this peace is readily disrupted by the violent men of the physical and political extremes. Across a broad range of works the Northern Ireland Troubles are being depicted as a product of the Irish character, which is in part produced and symbolized by the natural landscape rather than the result of a political and social landscape. However, I conclude with a brief survey of recent works that suggest alternative readings of Irish history.									1	0	0	0	0	1			1359-1835			WOS:A1996WE77200002	
J	Bajracharya, Sepideh								Measures of violence: Rumor publics and politics in the Kathmandu Valley								JOURNAL OF MATERIAL CULTURE				20	4	SI		361	378		10.1177/1359183515601453			DEC 2015	2015	Rumor is often depicted as a discourse predicating acts of popular violence - the unconscious medium for a decisive act of communal, mass and/or subaltern violence. This article presents a different perspective on how rumor relates to violence - instances of where rumor features as the contemplated subject of public inquiry regarding acts violence not yet formed, but considered imminent and likely as a condition of rumor's possibility. Violence appears here as a spectral possibility contingent on how a rumor's aesthetic', or material and circulatory expression, is likely to affect events of violent and political consequence beyond the coordinates of official publics and politics. Violence also appears in the habituated bodies, gestures, discourses, and spaces that encounter rumor and violence as such - material, spatial, and temporal orientations reflective and productive of chronic states of public and political precarity. The author's argument is based on ethnographic work conducted in the Kathmandu Valley during the state of emergency underwriting King Gyanendra's regime, and the riots following the abduction and execution of 12 Nepali service workers in Iraq that broadsheets labeled as one of the Valley's first conflagrations of communal violence.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000365586200002	
J	Jazeel, Tariq; Mookherjee, Nayanika								Aesthetics, politics, conflict								JOURNAL OF MATERIAL CULTURE				20	4	SI		353	359		10.1177/1359183515607249			DEC 2015	2015										0	0	0	0	0	0			1359-1835	1460-3586		WOS:000365586200001	
J	Jolaosho, Omotayo								Political aesthetics and embodiment: Sung protest in post-apartheid South Africa								JOURNAL OF MATERIAL CULTURE				20	4	SI		443	458		10.1177/1359183515601454			DEC 2015	2015	In South Africa, freedom songs and accompanying dances played a critical role in mass mobilizations to combat apartheid and they continue to flourish post-apartheid. Using ethnographic studies of collective demonstrations in the Johannesburg metropolitan area between 2009 and 2010, this article investigates the continued salience of such performances for contemporary protesters. The author argues that the political significance of freedom songs involves not only their eruption as a critique of a broader society, but also their varied contributions toward a shared sensory disposition and sensibility among the marginalized. If, as French philosopher Jacques Ranciere states, politics is an eruption or break away from the sensible, then attention to song embodiment reveals regenerative possibilities that exist along with the transgressive potential of political performances. An embodied consideration of political aesthetics therefore expands analysis of political intervention as not only transgressive but also as generative of personhood and collectivity.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000365586200007	
J	Mehta, Deepak								The Ayodhya dispute: The absent mosque, state of emergency and the jural deity								JOURNAL OF MATERIAL CULTURE				20	4	SI		397	414		10.1177/1359183515607093			DEC 2015	2015	The Ayodhya dispute is located neither solely within the institutions of the nation state, nor within networks of religious associations, but at the crossroads of secular and religious culture in India. At its heart lies the place of the Hindu god Rama, constituted in law as a jural person. How do we understand the emergence of this jural deity in the dispute? Focusing on appellate judgments that addressed the demolition of the Babri Mosque on 6 December 1992, the article argues that the legal evaluation of specific claims rested on a contest over asymmetric temporalities. Prior to the demolition, judicial accounts referred to the site as a disputed area' or the Ayodhya dispute'. After the demolition, this literature named the disputed area as the Babri Masjid. It was as if the Hindu deity, Rama, would fill in the space of the absent mosque. The author shows how the presence of the deity rested on an understanding of the sublime that was simultaneously political and religious.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000365586200004	
J	Mookherjee, Nayanika								The raped woman as a horrific sublime and the Bangladesh war of 1971								JOURNAL OF MATERIAL CULTURE				20	4	SI		379	395		10.1177/1359183515603742			DEC 2015	2015	This article examines the relationship between aesthetics and politics when invoking the imagery of war-time rape. It explores the prevalent way in which the raped woman of the Bangladesh war of 1971 is imagined in contemporary Bangladesh through the circulation of rumours, narratives of encounters and photographs. In 1971, faced with a large number of rape survivors after the war, the Bangladeshi government publicly designated any woman raped in the war a birangona (meaning brave woman/war-heroine). Over the last 40 years in Bangladesh, there has existed a public memory of wartime rape through various literary, visual and testimonial forms. These aesthetic representations of the war-heroine can be understood through Ranciere's politics by other means - of that of the distribution of the sensible - through the horrific sublime figuration of the birangona. As an idea that is not readily apparent, these diverse oral, visceral and visual strategies make the birangona visible and comprehendible as bhoyonkor (horrific). The figuration of the birangona as a horrific sublime also brings to the surface Lyotard's formulation of the encoding' - the underlying moral values and judgment - that are implicit in the feelings that enable the readability of the war-heroine. I interrogate these hegemonic affective aesthetics (the way wartime rape is often narrowly described) through a nuanced ethnographic account of the birangona's life trajectory. This less categorised, non-semiotic figuration of the birangona is the interventionary mode, the politics - in Ranciere's formulation - through which this idea of the horrific sublime can be disrupted.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000365586200003	
J	Sansi, Roger								Public disorder and the politics of aesthetics in Barcelona								JOURNAL OF MATERIAL CULTURE				20	4	SI		429	442		10.1177/1359183515603078			DEC 2015	2015	In the last two decades, in the city of Barcelona, Spain, there has been a growing interpenetration between art practice and political activism. The MACBA, Museum of Contemporary Art of Barcelona, played a key role in promoting direct action as one of the Fine Arts'. Ranciere's theories of the politics of aesthetics have been very influential at the MACBA. Describing different events of political conflict around the MACBA in the recent past, this article investigates the contradictions in the relation between art, activism and the politics of aesthetics in Barcelona, and advances a critique of the limits of Ranciere's notion of politics.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000365586200006	
J	Shanaathanan, Thamotharampillai								Commemorating home: Art as place making, an artist's narration								JOURNAL OF MATERIAL CULTURE				20	4	SI		415	428		10.1177/1359183515605858			DEC 2015	2015	The damage caused by 26 years of armed conflict in its various forms on the social fabric of the Sri Lankan Tamil community has led to the loss of place, as well as displacement for many, compelling individuals to live with traumatic and fragile memories of home. This visual essay foregrounds the changing role of the author's own artistic practice conceived both as eye witness and facilitator in this context. The essay also explores how anthropological tools and museum techniques are employed to draw audiences into the aesthetics of individual pain connected to experiences of loss and displacement in conflict situations.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000365586200005	
J	Arregui, Anibal								Amazonian quilombolas and the technopolitics of aluminum								JOURNAL OF MATERIAL CULTURE				20	3			249	272		10.1177/1359183515578937			SEP 2015	2015	By drawing on field research, this article suggests that the impact of an aluminum mine on its neighboring quilombola communities can be analyzed from at least two interconnected technopolitical scales. The first relates to the anatomo-political discipline that the mine imposes over the body of its workers as well as to its inhibiting effect on the traditional body techniques of the populations that surround it. The second stresses a mine's ecological governmentality that naturalizes the Amazonian environment and downplays quilombola sociotechnical infrastructures. The term technopolitics is proposed as a critical reading on biopolitics that ethnographically highlights the connection between the individual body and the environment as example of the entanglement of the bios (political, qualified life) and a technologically affected zoe, or bare life.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000360830400001	
J	Derks, Annuska								Fuelling change: A biography of the beehive coal briquette in post-Doi Moi Vietnam								JOURNAL OF MATERIAL CULTURE				20	3			331	349		10.1177/1359183515578938			SEP 2015	2015	This article focuses on the beehive coal briquette in Vietnam. Although apparently an ordinary cooking fuel, the author argues that this briquette is a perfect object for exploring the unfolding and experiences of Doi moi, the economic and social reform processes launched in 1986. The author takes a biographical approach as she traces the beehive coal briquette from its birth to its rise and demise as a cooking fuel in Vietnam. Along the way, the article explores the diverse interactions and relations between objects, humans and nature, and their unequal outcomes. The example of the beehive coal briquette shows how everyday things not only reflect social change and vice-versa but can also produce change.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000360830400005	
J	Friedman, John Block								Durer's rhinoceros and what he or she was wearing: Carnations, luxury gardens, identity formation, and urban splendor, 1460-1550								JOURNAL OF MATERIAL CULTURE				20	3			273	297		10.1177/1359183515596766			SEP 2015	2015	This article examines how images of carnations in the page borders and calendar miniatures of the late medieval devotional books locally produced for Netherlandish civic elites provide an opportunity to examine identity formation and concepts of urban magnificence and splendor. It also considers the role of carnations in discussions and depictions of gardens in a popular medieval Italian estate creation and management book, Piero Crescenzi's Ruralium Commodorum, that, especially in French translation in Netherlandish illuminated manuscript copies, was a how-to-do-it manual for those seeking to build manor and town houses with gardens befitting their status. Thus, both depictions of the potted plant in art and scenes of the carnation in a garden setting were intended to project the owners' flower connoisseurship and their splendor and civic magnificence. Further, the makers (in most cases artisan fellow townsmen of the commissioners) of these miniatures and borders projected for the books' patrons luxury and consumption fantasies on which to model their lives, and to help them distinguish themselves culturally from the long established landed aristocracy.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000360830400002	
J	Martinez-Reyes, Jose								Mahogany intertwined: Enviromateriality between Mexico, Fiji, and the Gibson Les Paul								JOURNAL OF MATERIAL CULTURE				20	3			313	329		10.1177/1359183515594644			SEP 2015	2015	This article builds a theory of enviromateriality through a global ethnography that engages both the material culture and materiality of a tree species, Honduran mahogany (Swietenia macrophylla), and the global political ecology of forest conservation. The author seeks to understand what Adorno calls the constellation' between people and mahogany by tracing human-nature relations through the global commodity chain focusing on one particular artefact, the Gibson Les Paul, an iconic solid wood electric guitar made primarily of mahogany grown in Mexico and Fiji. Enviromateriality considers three phases in which to examine the material and materiality in a variety of processes that are interconnected. These phases allow for an examination of local community relations with mahogany as trees and products, and whether certified mahogany helps create sustainability and social justice. The author also examines guitar players' relations with their mahogany guitars, particularly focusing on the aesthetics that make the Les Paul desired, as well as the sonic and tonal agentic force that they consider mahogany to have.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000360830400004	
J	Roth, Solen								Argillite, faux-argillite and black plastic: The political economy of simulating a quintessential Haida substance								JOURNAL OF MATERIAL CULTURE				20	3			299	312		10.1177/1359183515581631			SEP 2015	2015	Hlgas7agaa or argillite is a type of carbonaceous shale that is found on Slatechuck Mountain, in Haida Gwaii. Since the 19th century, the Haida have been producing argillite carvings for sale, including small-scale totem poles. Argillite carvings are now a much revered art form, and the Haida remain the only ones to have direct access to this stone. However, various companies produce imitations of argillite carving in composite materials, with more or less success in producing the look' and feel' of argillite. All these imitations, including those that are nowhere near achieving convincing simulation, acquire an added commercial appeal that distinguishes them from plastic totem poles' by evoking a symbolically, socially, economically, and culturally valued material. Arguably, this makes producers of argillite-like items indebted to those who have made argillite so valuable by carefully guarding it from outside circulation in raw form, namely the Haida.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000360830400003	
J	Bartolini, Nadia								The politics of vibrant matter: Consistency, containment and the concrete of Mussolini's bunker								JOURNAL OF MATERIAL CULTURE				20	2			191	210		10.1177/1359183515577419			JUN 2015	2015	This article explores the idea of how vibrancy can be produced. Specifically, the attempt is to investigate the multiplicities of vibrancy by considering one of Mussolini's bunkers. The author examines the location of the bunker in the EUR (Esposizione Universale Romana) neighbourhood in Rome, the bunker's materiality, and the context and social meaning of the bunker through a contemporary art exhibition called Confronti' (Confrontations) that took place in the bunker in 2009. The article argues that while emphasizing matter's inherent vibrancy may be useful in some cases, there is also merit in further unpacking the ways in which vibrancy is produced. In this example, the concrete bunker expresses vibrancy through the processes involved in the emergent material form, and in the sustained politics and social considerations embedded in valuing tangible urban heritage.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000354773000005	
J	Brueck, Joanna								'A good Irishman should blush every time he sees a penny': Gender, nationalism and memory in Irish internment camp craftwork, 1916-1923								JOURNAL OF MATERIAL CULTURE				20	2			149	172		10.1177/1359183515577010			JUN 2015	2015	This article explores how the craftwork created in Irish prisons and internment camps in the aftermath of the 1916 Rising through to the end of the Civil War allowed prisoners to negotiate changing concepts of political and social identity. Items such as bone crosses and harps reveal the tensions inherent in discourses of religious identity and cultural nationalism, while the reworking of prison-issue objects illustrates how a sense of personal agency was maintained in a profoundly disempowering context. Macrame handbags and children's reins gave internees a continued sense of involvement in and control over their homes and relationships, while mantle borders, tea cosies and table centres conjured idealised notions of domesticity. Fundamentally, the creation of such objects allowed prisoners to engage with the troubling and often contradictory experiences of masculinity that lay at the heart of camp life.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000354773000003	
J	Galliot, Sebastien								Ritual efficacy in the making								JOURNAL OF MATERIAL CULTURE				20	2			101	125		10.1177/1359183515578248			JUN 2015	2015	As a contribution to the much debated problem of ritual efficacy, this article aims to present a technological approach to ritual theory. In most scholarly studies of ritual, analyses of the material setting are avoided in favour of a focus on symbolic expression, cultural representations, or embodied cognition. Here a close look at the interplay between substances, sounds, smells, elementary actions on matter and supernatural forces shows that there is a blending phenomenon between myth, rite and technique at the early stages of the preparatory phases as well as during the ritual action itself. The central part played by technical actions and interaction with matter in the ritual of Samoan tattooing is a case study for a technological approach to ritual efficacy.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000354773000001	
J	Houlbrook, Ceri								The penny's dropped: Renegotiating the contemporary coin deposit								JOURNAL OF MATERIAL CULTURE				20	2			173	189		10.1177/1359183515577120			JUN 2015	2015	This article examines the status of coins as contemporary deposits in the British Isles. With a focus on both historical and contemporary sites, from the Neolithic long barrow of Wayland's Smithy, Oxfordshire, to the plethora of wishing-wells and coin-trees distributed across the British Isles, it demonstrates the popularity of coins as ritual deposits. The author considers how they are perceived and treated by site custodians, and concludes with a case study of an archaeological excavation, the 2013 Ardmaddy Wishing-Tree Project, which recovered a large amount of contemporary coin deposits. This article does not aim to locate itself within the debates of site custodianship and accessibility, nor does it propose to address the broader dilemmas of a site's ritual continuity or resurgence. Instead, its aim is to encourage archaeologists to consider the contemporary deposit as an integral part of the ritual narrative of a site, rather than as disposable ritual litter'.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000354773000004	
J	Marsh, Diana E.								Reassembling the social life of a Medicine Man: Reassessing otherness, agency and authorship in the Wellcome archives								JOURNAL OF MATERIAL CULTURE				20	2			211	245		10.1177/1359183515578977			JUN 2015	2015	This article traces the social life of a Medicine Man in a life-size diorama at the London Science Museum. While the author shows that the representations the model has perpetuated throughout its social life, largely due to its particular material and social contexts, were often laden with misperception and exoticization, she also argues that the model came to be on contemporary view through an unusual set of actions, spaces, and happenings which, first, question the notion of curatorial authorship, and second, expand the growing body of work that considers the wide-ranging kinds of networks and agencies that shape the life histories of things. She begins by describing the context for the model, including its relationship to colonial histories of display and more recent work on agency and technologies of representation. Next, she describes the model's early life in the Wellcome Historical Medical Museum and its relationship to early ethnography in Ibibioland and London. Then, she describes its shifts in representation amidst changes to the network of associated objects, spaces, events and persons that made up its representational framework over a 30-year period, before recounting its most recent move to the Science Museum in the late 1970s. Thus detailing this model's social life, the article illustrates the ways in which authorship, colonial relationships, and representation emerge as complex and distributed amidst networks of material and social contexts. The author therefore argues for a particularist (rather than broad discursive) approach to tracing the associations and networks by which displays come to exist in museum spaces and become embedded with complex histories of colonial involvement.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000354773000006	
J	Craciun, Magdalena								Bobbles and values: An ethnography of de-bobbling garments in postsocialist urban Romania								JOURNAL OF MATERIAL CULTURE				20	1			3	20		10.1177/1359183514564132			MAR 2015	2015	Based on research on clothing consumption in a provincial Romanian town, this article focuses on bobbling (pilling) and on reflections on its appearances and progression. Bobbling is considered an index of a faulty or decaying materiality, and an index of usage and, possibly, carelessness and hardship. It limits an individual's ability to project a desired self. It hints at an individual's inability to present a renewed self. It not only disrupts a common process of value creation through the act of dressing, but also exposes a disputed process of value creation through the consumption of certain objects. It foregrounds a predisposition to equate the value of objects with the value of people. It affects a sense of self-worth. The author demonstrates that a preoccupation with bobbling reflects deeper concerns and frequent deliberations over value in postsocialist Romania.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000350156100001	
J	Guindon, Francois								Technology, material culture and the well-being of Aboriginal peoples of Canada								JOURNAL OF MATERIAL CULTURE				20	1			77	97		10.1177/1359183514566415			MAR 2015	2015	Through the cultural perspective of the Mistissini Cree of northern Quebec, this article investigates how, between the 1940s and 2012, they transformed their technology and material culture to meet their needs for well-being, against the increasing reach of colonial forces affecting them. In a broader perspective, understanding the complex social roles of Aboriginal technology and material culture in recent history helps to redefine contemporary conceptions of Aboriginal healing and well-being as material, bodily and ideological phenomena, in which technology and material culture have become a cultural heritage essential for their well-being.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000350156100005	
J	Trovalla, Ulrika; Trovalla, Eric								Infrastructure turned suprastructure: Unpredictable materialities and visions of a Nigerian nation								JOURNAL OF MATERIAL CULTURE				20	1			43	57		10.1177/1359183514560284			MAR 2015	2015	There are signs hidden in the infrastructure. In the Nigerian city of Jos, the unpredictable availability of power, fuel, water, etc. becomes a vehicle of meaning. In many settings across the globe, infrastructure is often made invisible, and the centre stage that it takes in everyday life remains unrecognized. In Jos, however, as in many African cities, the constant need to predict its flows contradicts the prefix infra (below); rather than being hidden beneath the realm of experience it is brought to the surface as a puzzle to be figured out. These explorations in turn come to reveal matters beyond the infrastructure itself. Just as diviners infer the state of the world from the stones they have thrown, reading significance out of the seeming randomness of matter, the infrastructure turns intricate questions into tangible clues. It becomes a suprastructure - a divination tool giving clues about the past, present and future of the Nigerian nation.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000350156100003	
J	De Nardi, Sarah								An embodied approach to Second World War storytelling mementoes: Probing beyond the archival into the corporeality of memories of the resistance								JOURNAL OF MATERIAL CULTURE				19	4			443	464		10.1177/1359183514554987			DEC 2014	2014	What happens when we include materiality and corporeality into an exploration of the Second World War resistance experience? Although an understanding of veteran storytelling as feeling' and sharing of emotional memories may appear obvious in the context of a human experience like resistance, academic literature on the topic is rare. When war mementoes are considered in the context of oral sources, they are at best conceptualized as archival items, museum pieces, or memory aids. However, semi-structured interviews with Italian and British resistance activists suggest that their experience was grounded in the body and the world, and is shared through storytelling that is also perforce grounded in the body. This article explores the worlds of feelings' of veterans through their interaction with mementoes used in storytelling, and contends that these objects constitute not only sites of memory or relics, but also sites of feeling. Implicating the bodily sphere into a hitherto predominantly military narrative produces a more holistic and bottom-up understanding of conflict experience.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000345342400005	
J	Ferme, Mariane C.; Schmitz, Cheryl M.								Writings on the wall: Chinese material traces in an African landscape								JOURNAL OF MATERIAL CULTURE				19	4			375	399		10.1177/1359183514551118			DEC 2014	2014	Much current scholarship on Chinese-African relations' focuses on the monumental projects, the built walls, which are visibly transforming African landscapes, and on the increasing Chinese physical presence on the continent. Instead, this article argues that a focus on the material traces of consumer goods circulating in colonial and post-colonial markets, and in expert knowledge that shaped bodily practices, domestic habits, and rural landscapes over time, yields a more nuanced picture of Chinese-African entanglements. We examine elements of Chineseness that inform Sierra Leonean ways of dwelling - particularly of farming rice, and of intervening therapeutically on bodies - but often through intermediaries whose imprints mask Asian origins. Contemporary China-Africa friendship rhetoric stresses bilateralism and palimpsestic reinscriptions of earlier relations, but belies a history in which multiple Chinas struggled for global recognition through partnerships with African countries that articulated with colonial mediations and Cold War alliances.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000345342400002	
J	Kendall, Laurel; Yang, Jongsung								Goddess with a Picasso face: Art markets, collectors and sacred things in the circulation of Korean shaman paintings								JOURNAL OF MATERIAL CULTURE				19	4			401	423		10.1177/1359183514551119			DEC 2014	2014	In the well-known story of how primitive art' came to be recognized as such, things once regarded as sacred or empowered circulate as art collected for reasons far removed from their original intention. In the case of Korean shaman paintings, the authors interpret this process as a kind of purification' in Bruno Latour's sense, a translation and transformation of old practices (paintings as the seats of gods) into things that are deployed in acceptably modern ways (paintings as art commodities). The authors recognize, also following Latour, that this is necessarily an incomplete and unstable process. Their discussion assumes two parallel purifications, a discursive purification that recuperates the paintings as art market commodities and a more literal purification by shamans when, in particular circumstances, they deem it appropriate to release paintings to the art market. The authors are concerned with both thickening and broadening the discussion of art market circulation: thickening, by showing how, within a particular history in a particular place, at some distance from Paris or New York, things once sacred came to be revalued as art'. They broaden the discussion by setting it among collectors and dealers in South Korea and thus outside the familiar dichotomy of the West and the rest that has heretofore organized discussions of the commodification and circulation of once sacred goods. A seemingly familiar story about art markets and the social life of things unfolds within the unfamiliar context of an alternative or Other modernity.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000345342400003	
J	Strand, Katherine; Arnould, Eric; Press, Melea								Tillage practices and identity formation in High Plains farming								JOURNAL OF MATERIAL CULTURE				19	4			355	373		10.1177/1359183514552240			DEC 2014	2014	In this article, the authors examine the ideological tensions of organic and chemical farmers in the High Plains. They show that the identity of these farmers is created and maintained through competing systems of tillage and the ideologies that support them, which also shape the agricultural landscape. Specifically, they compare conservation tillage wedded to modern' ideologies of scientific farming with conventional tillage newly linked to beliefs about both organic and traditional farming, and examine how farmers use these different forms of tillage to create their identities. Roadside farming, recognition and denunciation of other farmers' practices, and recognition and justification of their own contribute to identity formation. This research contributes to the ongoing discussion of how identity is formed through day-to-day activities in the material world. The plow creates divisions in the High Plains community between organic farmers who continue to rely on this implement in their material engagement with the land and the chemical farmers who distance their practices from the plow as they distinguish themselves as stewards of the soil.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000345342400001	
J	Acuto, Felix A.; Kergaravat, Marisa; Amuedo, Claudia								Death, personhood, and relatedness in the South Andes a thousand years ago								JOURNAL OF MATERIAL CULTURE				19	3			303	326		10.1177/1359183514540067			SEP 2014	2014	This article examines the nature of personhood in the Calchaqui region, in the South Andes, during the second part of the Late Intermediate Period (AD 1250-1450). Through the study of the location of graves, architecture, and offerings, the authors explore the type of personhood that Calchaqui communities built and represented through the materiality of funerary practice. They claim that in this cultural and historical context, death became a realm in which relatedness was interwoven. Death, symbolically and materially, built bridges, connecting and entangling people with place and with each other. The funerary sphere was not strategically used to celebrate particular biographies and personal accomplishments, but rather it was another realm, like daily life, where individual identity dissolved into place and into the collective.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000343637700004	
J	Copertino, Domenico								The tools of the trade: The materiality of architecture in the patrimonialization of 'Arab houses' in Damascus								JOURNAL OF MATERIAL CULTURE				19	3			327	351		10.1177/1359183514540068			SEP 2014	2014	The ethnographic study of architecture shows that building and restoring practices play an active part in the construction of the social groups that carry them out. 'Proper' practices and concepts of heritage distinguish 'authentic' from 'inauthentic' inhabitants of Damascus Old Town. Heritage development is therefore an act of culturally meaningful engagement through which an arena for confrontation and argument about the 'production of the space' is constituted. Focusing on the dynamic interrelationship of material, social and symbolic aspects of architecture, the author examines the agency and materiality of Arab houses as objects in a mutual relationship with people who build, restore, buy, sell and dwell in them. Getting involved in the material activities and engaging in relationships between the different social actors in this arena allows the intrusive ethnographic glance to grasp the cultural meaning of architecture, not simply as a symbolic representation of people who own, build and restore houses, but as a constitutive element of their sense of identity, belonging and distinction.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000343637700005	
J	Ferret, Carole								Towards an anthropology of action: From pastoral techniques to modes of action								JOURNAL OF MATERIAL CULTURE				19	3			279	302		10.1177/1359183514540065			SEP 2014	2014	This article starts from the hypothesis that societies are characterized by their propensity towards certain forms of action forms that differ in their means, rather than their ends. It then proceeds to develop a theoretical framework for understanding the different dimensions or aspects of human action: manipulation/operation; passive/active/interventionist; endogenous/exogenous/participative; direct/indirect; positive/negative/contrary; internal/external; continuous/discontinuous. This framework is the product of extensive research on pastoral techniques among Siberian Yakuts, but can also be applied to actions carried out in other spheres that concern behaviour towards nature and towards other people. In so doing, the article strives to resolve certain key problems within the anthropology of action.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000343637700003	
J	Weismantel, Mary; Meskell, Lynn								Substances: 'Following the Material' through two prehistoric cases								JOURNAL OF MATERIAL CULTURE				19	3			233	251		10.1177/1359183514546803			SEP 2014	2014	In this article, we argue for a multi-dimensional research strategy incorporating material, social and phenomenological analysis in the study of figurines and other human effigies. We call this approach 'following the material'. To illustrate, we examine two case studies: figurines from the Neolithic site of Catalhoyuk (Turkey) and human effigies from the Formative region of Moche (Peru). We look first at the material substances from which artifacts are made and the material contexts in which they were produced, circulated and deposited, before turning to analysis of the representation of the body. This enables us to see these objects as themselves bodies - not merely imperfect replicas of actual humans, but material objects made of substances that afford particular kinds of interactions between fleshly and artifactual bodies: This focus on the materiality of artifacts reveals tight connections between objects in human form, material culture, environment, landscape, and political economy.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000343637700001	
J	Allen, Stewart								An award controversy: Anthropology, architecture, and the robustness of knowledge								JOURNAL OF MATERIAL CULTURE				19	2			169	184		10.1177/1359183514522121			JUN 2014	2014	Despite the universal presence of architectural forms in human societies, architecture, as a serious topic of anthropological enquiry, has been somewhat overlooked by the discipline as a whole. This article draws upon an anthropology of architecture as process' to explore the controversy involved in a disputed architectural award presented to a non-governmental organisation (NGO) in Rajasthan, India. The author follows the manner in which the actors involved in the controversy define and construct the situation, in the process bringing to light normally overlooked aspects of development and architecture. In this conceptualisation, the built form is imagined as neither exclusively social nor material but rather processual, in which the currents and paths of myriad relationships turn static constructions into complex spaces of conflict and negotiation. The article concludes that only by paying attention to the material forms of such processes can we account for how certain narratives triumph over others.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000342828200004	
J	Koster, Martijn								Brazilian brokers, boundaries and buildings: A material culture of politics								JOURNAL OF MATERIAL CULTURE				19	2			125	144		10.1177/1359183514521924			JUN 2014	2014	This article contributes to understanding the material culture of contemporary political practice, particularly in a context of high sociopolitical inequality, by focusing on the spatiality and materiality of political brokerage. Its central question is where brokers mediate between different worlds and with what material artifacts. The author presents the case of community leaders in a favela in Recife, Brazil, who operate at the boundary between different worlds separated by class, race and place. Their offices, with their material artifacts, form brokerage spaces. He introduces these offices as boundary places: privileged spatial and material contexts in which worlds that would be incompatible in other circumstances become temporarily compatible. Simultaneously, in these boundary places, the differences between these worlds are reproduced. Through an in-depth analysis, he shows how brokers' practices take place' in the spatiality and materiality of their offices, which become a stage for both the convergence and divergence of different worlds.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000342828200002	
J	Savas, Ozlem								Taste diaspora: The aesthetic and material practice of belonging								JOURNAL OF MATERIAL CULTURE				19	2			185	208		10.1177/1359183514521922			JUN 2014	2014	A particular Turkish taste in Vienna', which has been formed through experiences of migration from Turkey and resettlement in Vienna, serves as a significant aesthetic and social medium for constituting a collective sense of belonging. This article explores how Turkish people in Vienna constitute, perform and enunciate belongings through practices and discourses around travelling forms and spaces of material culture. Underpinned by an ethnography founded on a repertoire of Turkish objects in Vienna, this article addresses the relational constitution of a particular taste and a diasporic belonging within a specific context of displacement and relocation of both people and material objects. Taste diaspora' refers to a certain diasporic sphere that is formed through a collective taste in material objects and enunciated in the aesthetics of the everyday.									0	0	0	0	0	0			1359-1835	1460-3586		WOS:000342828200005	
