repo	terms	is_editors	url
nvidia/gef-nsight	gef nsight	false	http://github.com/nvidia/gef-nsight
aaronkaz/soilrevival	soilrevival	false	http://github.com/aaronkaz/soilrevival
lakerta06/invictus.io	invictus io	false	http://github.com/lakerta06/invictus.io
amadytiqaa/nude-virgin-preteens	nude virgin preteens	false	http://github.com/amadytiqaa/nude-virgin-preteens
glr/prusamendel-makerbot-plates	prusamendel makerbot plates	false	http://github.com/glr/prusamendel-makerbot-plates
tadekchavez/moovis	moovis	false	http://github.com/tadekchavez/moovis
pettair/qbkoverlaymenuview	qbkoverlaymenuview	false	http://github.com/pettair/qbkoverlaymenuview
simongoffin/sample_app	sample app	false	http://github.com/simongoffin/sample_app
mishagray/uialertview-blocks	uialertview blocks	false	http://github.com/mishagray/uialertview-blocks
redspeed/sample_app	sample app	false	http://github.com/redspeed/sample_app
songz/aviaryopentok	aviaryopentok	false	http://github.com/songz/aviaryopentok
pappacorleone/justice	justice	false	http://github.com/pappacorleone/justice
virajshah/beeswithmachineguns	beeswithmachineguns	false	http://github.com/virajshah/beeswithmachineguns
sr-reportsoft/rs-trivia-factory-impl	rs trivia factory impl	false	http://github.com/sr-reportsoft/rs-trivia-factory-impl
abeldebeer/configserviceprovider	configserviceprovider	false	http://github.com/abeldebeer/configserviceprovider
tpope/vim-sexp-mappings-for-regular-people	vim sexp mappings for regular people	True	http://github.com/tpope/vim-sexp-mappings-for-regular-people
leonhandreke/turboolaf	turboolaf	false	http://github.com/leonhandreke/turboolaf
ludoovik5/libssh	libssh	false	http://github.com/ludoovik5/libssh
lankeren/vim	vim	True	http://github.com/lankeren/vim
rtdavis22/gmml	gmml	false	http://github.com/rtdavis22/gmml
keystone6/device-amazon-otter	device amazon otter	false	http://github.com/keystone6/device-amazon-otter
psagers/dot-vim	dot vim	True	http://github.com/psagers/dot-vim
col726/sample_app	sample app	false	http://github.com/col726/sample_app
paulmillr/evil.sh	evil sh	false	http://github.com/paulmillr/evil.sh
sourcebits-tariq/reactivityviewcontroller	reactivityviewcontroller	false	http://github.com/sourcebits-tariq/reactivityviewcontroller
xandywang/android-directionalviewpager	android directionalviewpager	false	http://github.com/xandywang/android-directionalviewpager
nevillekb/c.sharp_examples	c sharp examples	false	http://github.com/nevillekb/c.sharp_examples
linuxjava/android-viewbadger	android viewbadger	false	http://github.com/linuxjava/android-viewbadger
vikewoods/opencart	opencart	false	http://github.com/vikewoods/opencart
vinod1988/mhfacebookimageviewer	mhfacebookimageviewer	false	http://github.com/vinod1988/mhfacebookimageviewer
xvision/spree_reviews	spree reviews	false	http://github.com/xvision/spree_reviews
victorandresv/kmobweb	kmobweb	false	http://github.com/victorandresv/kmobweb
sammyshj/appathon	appathon	false	http://github.com/sammyshj/appathon
taoufix/android-lib-photo-view	android lib photo view	false	http://github.com/taoufix/android-lib-photo-view
flappjaxxx/android_kernel_samsung_d2	android kernel samsung d2	false	http://github.com/flappjaxxx/android_kernel_samsung_d2
android/platform_packages_apps_htmlviewer	platform packages apps htmlviewer	false	http://github.com/android/platform_packages_apps_htmlviewer
nicopico-dev/ar_importer	ar importer	false	http://github.com/nicopico-dev/ar_importer
victoraldecoa/listviewtipsandtricks	listviewtipsandtricks	false	http://github.com/victoraldecoa/listviewtipsandtricks
darkmoonteam/android_kernel_samsung_p5	android kernel samsung p5	false	http://github.com/darkmoonteam/android_kernel_samsung_p5
klj613/vichuploaderbundle	vichuploaderbundle	false	http://github.com/klj613/vichuploaderbundle
fkagami/sample.app	sample app	false	http://github.com/fkagami/sample.app
flukeout/component-dataview-localstorage	component dataview localstorage	false	http://github.com/flukeout/component-dataview-localstorage
vinaysolanki/popcorn-app	popcorn app	false	http://github.com/vinaysolanki/popcorn-app
remcoaalbregt/jquery.inview	jquery inview	false	http://github.com/remcoaalbregt/jquery.inview
bobsaget789/android_device_samsung_sphm930bst	android device samsung sphm bst	false	http://github.com/bobsaget789/android_device_samsung_sphm930bst
khaliqgaffar/sample	sample	false	http://github.com/khaliqgaffar/sample
matschaffer/vim-islime2	vim islime2	True	http://github.com/matschaffer/vim-islime2
dimitar-yaprakov/sample_app	sample app	false	http://github.com/dimitar-yaprakov/sample_app
kozo2/vim-quickrun	vim quickrun	True	http://github.com/kozo2/vim-quickrun
eivindee/scripts	scripts	false	http://github.com/eivindee/scripts
davidsani/learnstreet	learnstreet	false	http://github.com/davidsani/learnstreet
mwylde/vim-bundle	vim bundle	True	http://github.com/mwylde/vim-bundle
vitoshacademy/09.methods	  methods	false	http://github.com/vitoshacademy/09.methods
maduhu/qbwebservicedemo---android	qbwebservicedemo   android	false	http://github.com/maduhu/qbwebservicedemo---android
davidohalloran/node-style-guide	node style guide	false	http://github.com/davidohalloran/node-style-guide
folivi/kizombalux	kizombalux	false	http://github.com/folivi/kizombalux
teambaked/device_moto_wingray	device moto wingray	false	http://github.com/teambaked/device_moto_wingray
is06/invisible-spirit	invisible spirit	false	http://github.com/is06/invisible-spirit
camstuart/metamovienfobuilder	metamovienfobuilder	false	http://github.com/camstuart/metamovienfobuilder
joedeveloper/jsplumb	jsplumb	false	http://github.com/joedeveloper/jsplumb
ravindra1985/videotest	videotest	false	http://github.com/ravindra1985/videotest
aivitrenlindil/raven-python	raven python	false	http://github.com/aivitrenlindil/raven-python
kmitrovic/django-db-parti	django db parti	false	http://github.com/kmitrovic/django-db-parti
cslarsen/oving.sty	oving sty	false	http://github.com/cslarsen/oving.sty
ozakilsc/pinterest-like-adapter-view	pinterest like adapter view	false	http://github.com/ozakilsc/pinterest-like-adapter-view
pablodivino/yt-direct-lite-javascript	yt direct lite javascript	false	http://github.com/pablodivino/yt-direct-lite-javascript
preisinger/ecslidingviewcontroller	ecslidingviewcontroller	false	http://github.com/preisinger/ecslidingviewcontroller
davidpshea/fmdb	fmdb	false	http://github.com/davidpshea/fmdb
jasondavies/erlang-oauth-tests	erlang oauth tests	false	http://github.com/jasondavies/erlang-oauth-tests
pld-linux/kde-icons-vista-inspirate	kde icons vista inspirate	false	http://github.com/pld-linux/kde-icons-vista-inspirate
roblevintennis/the-learn-d-developer-design-patterns	the learn d developer design patterns	false	http://github.com/roblevintennis/the-learn-d-developer-design-patterns
idanakav/staggeredgridviewdemo	staggeredgridviewdemo	false	http://github.com/idanakav/staggeredgridviewdemo
max-rai/samplecodeparallaxeffect1	samplecodeparallaxeffect1	false	http://github.com/max-rai/samplecodeparallaxeffect1
emacsmirror/emms-seek-minor-mode	emms seek minor mode	false	http://github.com/emacsmirror/emms-seek-minor-mode
yao3060/wpdevil	wpdevil	false	http://github.com/yao3060/wpdevil
soehokbiel/kfcservice	kfcservice	false	http://github.com/soehokbiel/kfcservice
jerechua/video-sync	video sync	false	http://github.com/jerechua/video-sync
nemo-aeternamn/android_device_samsung_tuna	android device samsung tuna	false	http://github.com/nemo-aeternamn/android_device_samsung_tuna
vvtigervv/tqmultistagetableview	tqmultistagetableview	false	http://github.com/vvtigervv/tqmultistagetableview
maxjohnson/dacontextmenutableviewcontroller	dacontextmenutableviewcontroller	false	http://github.com/maxjohnson/dacontextmenutableviewcontroller
zackkitzmiller/inviewport	inviewport	false	http://github.com/zackkitzmiller/inviewport
wildfiredev/android_device_htc_ruby	android device htc ruby	false	http://github.com/wildfiredev/android_device_htc_ruby
fredericoramos78/nanoerp	nanoerp	false	http://github.com/fredericoramos78/nanoerp
kjherron/vienna-rss	vienna rss	false	http://github.com/kjherron/vienna-rss
mv/puppet-sample	puppet sample	false	http://github.com/mv/puppet-sample
caseywhalen/sample_app	sample app	false	http://github.com/caseywhalen/sample_app
alexeyfrank/vim-is-hard-lessons	vim is hard lessons	True	http://github.com/alexeyfrank/vim-is-hard-lessons
matenviro/emacs-d-mode	emacs d mode	True	http://github.com/matenviro/emacs-d-mode
applovin/spdeliver	spdeliver	false	http://github.com/applovin/spdeliver
remo/ff-silex-less-provider	ff silex less provider	false	http://github.com/remo/ff-silex-less-provider
levinejb/sinewave-assignment	sinewave assignment	false	http://github.com/levinejb/sinewave-assignment
traviskaufman/sac-converter-algorithm	sac converter algorithm	false	http://github.com/traviskaufman/sac-converter-algorithm
vitordumato/foundation	foundation	false	http://github.com/vitordumato/foundation
kwmobidev/webworks-community-samples	webworks community samples	false	http://github.com/kwmobidev/webworks-community-samples
likaka22/favico.js	favico js	false	http://github.com/likaka22/favico.js
appleotis/acer-aspire-4720-battery-provides-juice-for-your-laptop	acer aspire   battery provides juice for your laptop	false	http://github.com/appleotis/acer-aspire-4720-battery-provides-juice-for-your-laptop
vitalii-tsybran/task_2_8	task 2 8	false	http://github.com/vitalii-tsybran/task_2_8
atombender/chromium-tabs	chromium tabs	false	http://github.com/atombender/chromium-tabs
kodjosuprem/py-couchdb	py couchdb	false	http://github.com/kodjosuprem/py-couchdb
westonsf/arcgisflexviewerdisclaimerwidget	arcgisflexviewerdisclaimerwidget	false	http://github.com/westonsf/arcgisflexviewerdisclaimerwidget
jed/abevigoda	abevigoda	false	http://github.com/jed/abevigoda
mbit-daniel-wallner/winphonesamples	winphonesamples	false	http://github.com/mbit-daniel-wallner/winphonesamples
davidxchen/restsharp	restsharp	false	http://github.com/davidxchen/restsharp
interactive-matter/prusamendel	prusamendel	false	http://github.com/interactive-matter/prusamendel
viewpoints/resque	resque	false	http://github.com/viewpoints/resque
dstavis/dbc_notes	dbc notes	false	http://github.com/dstavis/dbc_notes
eddieyy/r-be-adventure	r be adventure	false	http://github.com/eddieyy/r-be-adventure
omidid/ado.net-entity-framework-membership-provider	ado net entity framework membership provider	false	http://github.com/omidid/ado.net-entity-framework-membership-provider
asgeo1/vim-fugitive	vim fugitive	True	http://github.com/asgeo1/vim-fugitive
outtaifoxscent/the-secret-movie-download-free	the secret movie download free	false	http://github.com/outtaifoxscent/the-secret-movie-download-free
melvinloos/phpunit-skeleton-generator	phpunit skeleton generator	false	http://github.com/melvinloos/phpunit-skeleton-generator
sameersurjikar/learning-scala	learning scala	false	http://github.com/sameersurjikar/learning-scala
gallinaceo/atom	atom	false	http://github.com/gallinaceo/atom
mizary/rally-interview-exercise	rally interview exercise	false	http://github.com/mizary/rally-interview-exercise
joernschoenyan/pyrdacor	pyrdacor	false	http://github.com/joernschoenyan/pyrdacor
jcuevitas/puls2014-america	puls  america	false	http://github.com/jcuevitas/puls2014-america
visheshd/grails-navigation	grails navigation	false	http://github.com/visheshd/grails-navigation
vincentlepape/geolocalisation	geolocalisation	false	http://github.com/vincentlepape/geolocalisation
kiritvijay/first_app	first app	false	http://github.com/kiritvijay/first_app
alephproject/elgg-web-services	elgg web services	false	http://github.com/alephproject/elgg-web-services
bigdude/cast-player-sample	cast player sample	false	http://github.com/bigdude/cast-player-sample
mar-vin/guides	guides	false	http://github.com/mar-vin/guides
marshaljoe/lion-witch	lion witch	false	http://github.com/marshaljoe/lion-witch
vinum/boostrepository	boostrepository	false	http://github.com/vinum/boostrepository
werdnanoslen/bac-calculator	bac calculator	false	http://github.com/werdnanoslen/bac-calculator
khibino/haskell-cv-sample	haskell cv sample	false	http://github.com/khibino/haskell-cv-sample
grekko/hfu-dm-intranet-pushservice	hfu dm intranet pushservice	false	http://github.com/grekko/hfu-dm-intranet-pushservice
blehn/scss-syntax.vim	scss syntax vim	True	http://github.com/blehn/scss-syntax.vim
sbegaudeau/acceleo-experimental	acceleo experimental	false	http://github.com/sbegaudeau/acceleo-experimental
larrybotha/mobile_devices	mobile devices	false	http://github.com/larrybotha/mobile_devices
kthlnkeating/rgieclipsevista	rgieclipsevista	false	http://github.com/kthlnkeating/rgieclipsevista
bunnyswe/staggeredgridview-1	staggeredgridview 1	false	http://github.com/bunnyswe/staggeredgridview-1
lakshmig/reviewgist	reviewgist	false	http://github.com/lakshmig/reviewgist
benmillett/wp_movie_ratings	wp movie ratings	false	http://github.com/benmillett/wp_movie_ratings
gowrishankar-sundharam/sample	sample	false	http://github.com/gowrishankar-sundharam/sample
zaabinio/uigridview	uigridview	false	http://github.com/zaabinio/uigridview
visualrobots/timeliner	timeliner	false	http://github.com/visualrobots/timeliner
janmarek/navigation	navigation	false	http://github.com/janmarek/navigation
evil0sheep/realtimefluids3d	realtimefluids3d	false	http://github.com/evil0sheep/realtimefluids3d
yehjeff/codesamples	codesamples	false	http://github.com/yehjeff/codesamples
corranwebster/envisage	envisage	false	http://github.com/corranwebster/envisage
specc/victorscraper	victorscraper	false	http://github.com/specc/victorscraper
leobalter/dexterjs	dexterjs	false	http://github.com/leobalter/dexterjs
hlavacekm/sample_app	sample app	false	http://github.com/hlavacekm/sample_app
bkak/node-cqrs-sample-with-unitofwork	node cqrs sample with unitofwork	false	http://github.com/bkak/node-cqrs-sample-with-unitofwork
supertravis/sszhai	sszhai	false	http://github.com/supertravis/sszhai
bjoern/traveling-salesman	traveling salesman	false	http://github.com/bjoern/traveling-salesman
jhclark/sametime	sametime	false	http://github.com/jhclark/sametime
ddarkblue/my-vimrc	my vimrc	True	http://github.com/ddarkblue/my-vimrc
vibhorrr/algorithms	algorithms	false	http://github.com/vibhorrr/algorithms
viictorhugo/maclawstudios_camera	maclawstudios camera	false	http://github.com/viictorhugo/maclawstudios_camera
ga2arch/emacs-config	emacs config	True	http://github.com/ga2arch/emacs-config
rendez/agavi-snippets	agavi snippets	false	http://github.com/rendez/agavi-snippets
vikrant6/ansible-ccda	ansible ccda	false	http://github.com/vikrant6/ansible-ccda
makewavesnotwar/im_joe_co	im joe co	false	http://github.com/makewavesnotwar/im_joe_co
evilmartians/chef-nginx	chef nginx	false	http://github.com/evilmartians/chef-nginx
jadavis1505/rp	rp	false	http://github.com/jadavis1505/rp
victorlin/ezcomet	ezcomet	false	http://github.com/victorlin/ezcomet
aradhanadooa/this-source-for-download-the-hobbit-2-movie	this source for download the hobbit 2 movie	false	http://github.com/aradhanadooa/this-source-for-download-the-hobbit-2-movie
mrjoechin/conferenceapp	conferenceapp	false	http://github.com/mrjoechin/conferenceapp
opentenure/ot-services	ot services	false	http://github.com/opentenure/ot-services
victkid/realtimetests	realtimetests	false	http://github.com/victkid/realtimetests
pantaleodepinto/hw3_rottenpotatoes	hw3 rottenpotatoes	false	http://github.com/pantaleodepinto/hw3_rottenpotatoes
ryantech/adlivelytableview	adlivelytableview	false	http://github.com/ryantech/adlivelytableview
eclipse/virgo.snaps	virgo snaps	false	http://github.com/eclipse/virgo.snaps
loohcs/krfoldingviews	krfoldingviews	false	http://github.com/loohcs/krfoldingviews
joshaber/javiewcontroller	javiewcontroller	false	http://github.com/joshaber/javiewcontroller
inventic/html-view-grades	html view grades	false	http://github.com/inventic/html-view-grades
vishthemenon/eko	eko	false	http://github.com/vishthemenon/eko
vitorpc/locale	locale	false	http://github.com/vitorpc/locale
pcambra/ejemplos-de-views-de-cambrico.net	ejemplos de views de cambrico net	false	http://github.com/pcambra/ejemplos-de-views-de-cambrico.net
wordstospend/emacsd	emacsd	True	http://github.com/wordstospend/emacsd
micahelliott/ack.vim	ack vim	True	http://github.com/micahelliott/ack.vim
stevep/vimeo	vimeo	false	http://github.com/stevep/vimeo
alex-mcleod/javango	javango	false	http://github.com/alex-mcleod/javango
kod3r/newsblur	newsblur	false	http://github.com/kod3r/newsblur
maxelkeene/belt-navigation	belt navigation	false	http://github.com/maxelkeene/belt-navigation
gitpan/acme-mom-yours	acme mom yours	false	http://github.com/gitpan/acme-mom-yours
davidlam2011/barclamp-pig	barclamp pig	false	http://github.com/davidlam2011/barclamp-pig
repepmuto/teensfun-video-download	teensfun video download	false	http://github.com/repepmuto/teensfun-video-download
joelarcos/gsradiobuttonsetcontroller	gsradiobuttonsetcontroller	false	http://github.com/joelarcos/gsradiobuttonsetcontroller
levithornton/android-simple-facebook	android simple facebook	false	http://github.com/levithornton/android-simple-facebook
poker-rulez/sample_app	sample app	false	http://github.com/poker-rulez/sample_app
travisanderson/foodchallenges	foodchallenges	false	http://github.com/travisanderson/foodchallenges
lucasausbury/koding	koding	false	http://github.com/lucasausbury/koding
samalves/destination	destination	false	http://github.com/samalves/destination
rwilcox/oo_productivity_bundle	oo productivity bundle	false	http://github.com/rwilcox/oo_productivity_bundle
samhowie/namespace.js	namespace js	false	http://github.com/samhowie/namespace.js
vincekyi/lab1	lab1	false	http://github.com/vincekyi/lab1
powertac-plugins/powertac-physical-environment	powertac physical environment	false	http://github.com/powertac-plugins/powertac-physical-environment
liuan/tilesview	tilesview	false	http://github.com/liuan/tilesview
thedarksavant/android_kernel_samsung_smdk4412	android kernel samsung smdk 	false	http://github.com/thedarksavant/android_kernel_samsung_smdk4412
elisehuard/rsaml	rsaml	false	http://github.com/elisehuard/rsaml
somethingexplosive/android_device_samsung_tuna-kernel	android device samsung tuna kernel	false	http://github.com/somethingexplosive/android_device_samsung_tuna-kernel
amilie/movielist	movielist	false	http://github.com/amilie/movielist
davidkarlas/xwt	xwt	false	http://github.com/davidkarlas/xwt
lewacode/lewa_vendor_samsung	lewa vendor samsung	false	http://github.com/lewacode/lewa_vendor_samsung
bhavikgurdasani/firstrepository	firstrepository	false	http://github.com/bhavikgurdasani/firstrepository
davidwilson205/spring-social-samples	spring social samples	false	http://github.com/davidwilson205/spring-social-samples
droidview/mobile	mobile	false	http://github.com/droidview/mobile
denisamselem/mobile-boilerplate	mobile boilerplate	false	http://github.com/denisamselem/mobile-boilerplate
samskivert/sicp-scala	sicp scala	false	http://github.com/samskivert/sicp-scala
ashleywnj/movies	movies	false	http://github.com/ashleywnj/movies
inviga/i18n-country-translations	i n country translations	false	http://github.com/inviga/i18n-country-translations
nagazuka/savit-jekyll	savit jekyll	false	http://github.com/nagazuka/savit-jekyll
quiz16/sample	sample	false	http://github.com/quiz16/sample
acabreros/fubumvc-sample	fubumvc sample	false	http://github.com/acabreros/fubumvc-sample
davidscheele/audiopubbackup	audiopubbackup	false	http://github.com/davidscheele/audiopubbackup
vitrinamarketing/proyecto-personal	proyecto personal	false	http://github.com/vitrinamarketing/proyecto-personal
mviitanen/clock	clock	false	http://github.com/mviitanen/clock
mattmacleod/kern	kern	false	http://github.com/mattmacleod/kern
jschaenzle/ceedling	ceedling	false	http://github.com/jschaenzle/ceedling
banaslee/arsafariactivity	arsafariactivity	false	http://github.com/banaslee/arsafariactivity
kamrul0/--t--twatch-nfl-fun-tv-baltimore-vs-jacksonville-live-streaming-nfl-preseason-online-hd-tv-link-	  t  twatch nfl fun tv baltimore vs jacksonville live streaming nfl preseason online hd tv link 	false	http://github.com/kamrul0/--t--twatch-nfl-fun-tv-baltimore-vs-jacksonville-live-streaming-nfl-preseason-online-hd-tv-link-
sinc/devicehandler	devicehandler	false	http://github.com/sinc/devicehandler
cdodds/drivingtube	drivingtube	false	http://github.com/cdodds/drivingtube
scottgo/sample_app	sample app	false	http://github.com/scottgo/sample_app
savior318/repo	repo	false	http://github.com/savior318/repo
travis4all/difio-openshift-nodejs	difio openshift nodejs	false	http://github.com/travis4all/difio-openshift-nodejs
virla-devi/sampleap	sampleap	false	http://github.com/virla-devi/sampleap
doriansampaio/laravel4_teste	laravel4 teste	false	http://github.com/doriansampaio/laravel4_teste
sirithink/vimrc	vimrc	True	http://github.com/sirithink/vimrc
sameet360/sameet_dhaliwal_assignment-3	sameet dhaliwal assignment 3	false	http://github.com/sameet360/sameet_dhaliwal_assignment-3
travisgroth/vyatta-cfg-vpn	vyatta cfg vpn	false	http://github.com/travisgroth/vyatta-cfg-vpn
dewrich/vim-rails	vim rails	True	http://github.com/dewrich/vim-rails
meoz445/hgpagescrollview	hgpagescrollview	false	http://github.com/meoz445/hgpagescrollview
sundsvallrubyusergroup/srug_devise	srug devise	false	http://github.com/sundsvallrubyusergroup/srug_devise
svick/linq-to-wiki	linq to wiki	false	http://github.com/svick/linq-to-wiki
ngnostrings/emacs.d	emacs d	True	http://github.com/ngnostrings/emacs.d
tivo04/xperiativo-x10mp-device	xperiativo x mp device	false	http://github.com/tivo04/xperiativo-x10mp-device
dev2dev/ivim	ivim	True	http://github.com/dev2dev/ivim
travis4all/bassline	bassline	false	http://github.com/travis4all/bassline
nanowebtech/image-hosting	image hosting	false	http://github.com/nanowebtech/image-hosting
travis4all/node-simple-cache	node simple cache	false	http://github.com/travis4all/node-simple-cache
kwangchin/virtphp	virtphp	false	http://github.com/kwangchin/virtphp
wholepixel/solving-sol	solving sol	false	http://github.com/wholepixel/solving-sol
robotsandpencils/afnetworkactivitylogger	afnetworkactivitylogger	false	http://github.com/robotsandpencils/afnetworkactivitylogger
prathumca/swsnapshotstackview	swsnapshotstackview	false	http://github.com/prathumca/swsnapshotstackview
weiran/ohalertview	ohalertview	false	http://github.com/weiran/ohalertview
davidchenzuora/zilla-rest-master	zilla rest master	false	http://github.com/davidchenzuora/zilla-rest-master
wakademo/videodemo	videodemo	false	http://github.com/wakademo/videodemo
letama/device_sony_nozomi	device sony nozomi	false	http://github.com/letama/device_sony_nozomi
myomni/android_device_motorola_qcom-common	android device motorola qcom common	false	http://github.com/myomni/android_device_motorola_qcom-common
jacobjuul/ruby_javascript_data_viz	ruby javascript data viz	false	http://github.com/jacobjuul/ruby_javascript_data_viz
davebcn87/vimfiles	vimfiles	True	http://github.com/davebcn87/vimfiles
moussekateer/tf2idle	tf2idle	True	http://github.com/moussekateer/tf2idle
kodeci/phonegap-workshop-master	phonegap workshop master	false	http://github.com/kodeci/phonegap-workshop-master
sam0737/hrepstrap	hrepstrap	false	http://github.com/sam0737/hrepstrap
scavixsoftware/webframework	webframework	false	http://github.com/scavixsoftware/webframework
videlalvaro/vert.x	vert x	false	http://github.com/videlalvaro/vert.x
prbarker/emacs	emacs	True	http://github.com/prbarker/emacs
vikashs/my-dream-flowing	my dream flowing	false	http://github.com/vikashs/my-dream-flowing
nobitagamer/cqrseventsourcingsample	cqrseventsourcingsample	false	http://github.com/nobitagamer/cqrseventsourcingsample
orangeclover/scmbc-sample	scmbc sample	false	http://github.com/orangeclover/scmbc-sample
filipepina/video_info	video info	false	http://github.com/filipepina/video_info
talbotlawrence/sample_app	sample app	false	http://github.com/talbotlawrence/sample_app
symle/service-proxy	service proxy	false	http://github.com/symle/service-proxy
lvit007/try_git	try git	false	http://github.com/lvit007/try_git
romajs/jsfdynamictabview	jsfdynamictabview	false	http://github.com/romajs/jsfdynamictabview
kates/sync-js	sync js	false	http://github.com/kates/sync-js
matevarga/mobile-samples	mobile samples	false	http://github.com/matevarga/mobile-samples
creatovisguru/benjamindean-public	benjamindean public	false	http://github.com/creatovisguru/benjamindean-public
johnrengelman/violations-plugin	violations plugin	false	http://github.com/johnrengelman/violations-plugin
vindolin/try_git	try git	false	http://github.com/vindolin/try_git
jfsantos/modular-xplatform-vim-cfg	modular xplatform vim cfg	True	http://github.com/jfsantos/modular-xplatform-vim-cfg
kevincanning/gs-maven	gs maven	false	http://github.com/kevincanning/gs-maven
divins/party_foul	party foul	false	http://github.com/divins/party_foul
qvivoliam/pusher-js	pusher js	false	http://github.com/qvivoliam/pusher-js
travis4all/dateutil	dateutil	false	http://github.com/travis4all/dateutil
robinjook/samples-for-java	samples for java	false	http://github.com/robinjook/samples-for-java
taybin/snipmate.vim	snipmate vim	True	http://github.com/taybin/snipmate.vim
duncanparkinson/vim-cucumber	vim cucumber	True	http://github.com/duncanparkinson/vim-cucumber
gustavovieiraestadao/pm87-caelum	pm  caelum	false	http://github.com/gustavovieiraestadao/pm87-caelum
cherpake/ecsplitviewcontroller	ecsplitviewcontroller	false	http://github.com/cherpake/ecsplitviewcontroller
boskaiolo/ccvisualizer	ccvisualizer	false	http://github.com/boskaiolo/ccvisualizer
convergeservices/git-repo	git repo	false	http://github.com/convergeservices/git-repo
glensomerville/grunt-browserify	grunt browserify	false	http://github.com/glensomerville/grunt-browserify
lixinyao0722/android-directionalviewpager	android directionalviewpager	false	http://github.com/lixinyao0722/android-directionalviewpager
tinye99/samsung-kernel-aries	samsung kernel aries	false	http://github.com/tinye99/samsung-kernel-aries
gitpan/leocharre-debug	leocharre debug	false	http://github.com/gitpan/leocharre-debug
avinu/demo_app	demo app	false	http://github.com/avinu/demo_app
andystarvinski/test	test	false	http://github.com/andystarvinski/test
leonet/jaimegarcia.github.io	jaimegarcia github io	false	http://github.com/leonet/jaimegarcia.github.io
eddiewash/shirtsmanagementapp_bootstrapped	shirtsmanagementapp bootstrapped	false	http://github.com/eddiewash/shirtsmanagementapp_bootstrapped
ankitavk/samplecode	samplecode	false	http://github.com/ankitavk/samplecode
marvindelcid/fotos-omaha	fotos omaha	false	http://github.com/marvindelcid/fotos-omaha
ryantech/ahalertview	ahalertview	false	http://github.com/ryantech/ahalertview
wheelsproninro/television-shows-download	television shows download	false	http://github.com/wheelsproninro/television-shows-download
fengcunhan/drag-sort-listview	drag sort listview	false	http://github.com/fengcunhan/drag-sort-listview
doubleotoo/octokit	octokit	false	http://github.com/doubleotoo/octokit
jonasgessner/jgprogressview	jgprogressview	false	http://github.com/jonasgessner/jgprogressview
youzipi/douban_movies	douban movies	false	http://github.com/youzipi/douban_movies
johnnyjr/monodroid.pulltorefreshlistview	monodroid pulltorefreshlistview	false	http://github.com/johnnyjr/monodroid.pulltorefreshlistview
ashishnigam/sfgaugeview	sfgaugeview	false	http://github.com/ashishnigam/sfgaugeview
kevinskoglund/crud-scaffold-generator	crud scaffold generator	false	http://github.com/kevinskoglund/crud-scaffold-generator
davidxchen/restkit	restkit	false	http://github.com/davidxchen/restkit
livinglogic/dynamic_sitemaps_with_mongoid	dynamic sitemaps with mongoid	false	http://github.com/livinglogic/dynamic_sitemaps_with_mongoid
joeauty/codeigniter-authority-authorization	codeigniter authority authorization	false	http://github.com/joeauty/codeigniter-authority-authorization
vinod1988/awesomemenu	awesomemenu	false	http://github.com/vinod1988/awesomemenu
shrtlist/eclistview	eclistview	false	http://github.com/shrtlist/eclistview
miravingin/vsdroidrasp	vsdroidrasp	false	http://github.com/miravingin/vsdroidrasp
rolandherzog/vim-conf-rolandherzog	vim conf rolandherzog	True	http://github.com/rolandherzog/vim-conf-rolandherzog
pebra/vimfiles	vimfiles	True	http://github.com/pebra/vimfiles
psyvisions/memegenerator	memegenerator	false	http://github.com/psyvisions/memegenerator
cevin1/cevinblog	cevinblog	false	http://github.com/cevin1/cevinblog
braje/emacs-for-scala	emacs for scala	True	http://github.com/braje/emacs-for-scala
tunacan/android_device_motorola_targa	android device motorola targa	false	http://github.com/tunacan/android_device_motorola_targa
850390626/sidenavigation	sidenavigation	false	http://github.com/850390626/sidenavigation
jeremiemartinez/zoomableimageview	zoomableimageview	false	http://github.com/jeremiemartinez/zoomableimageview
salez/desenvolvimento	desenvolvimento	false	http://github.com/salez/desenvolvimento
david-robles/wwdc-2010	wwdc  	false	http://github.com/david-robles/wwdc-2010
brandoncline/ranviermud	ranviermud	false	http://github.com/brandoncline/ranviermud
ingydotnet/acmeism-yapceu-2011-talk	acmeism yapceu   talk	false	http://github.com/ingydotnet/acmeism-yapceu-2011-talk
lucaszeta/vimfiles	vimfiles	True	http://github.com/lucaszeta/vimfiles
pgonzaga2012/melvin	melvin	false	http://github.com/pgonzaga2012/melvin
ikaras/asasocialservices	asasocialservices	false	http://github.com/ikaras/asasocialservices
joeledwards/upipe	upipe	false	http://github.com/joeledwards/upipe
ginogervasio/salvavida-node	salvavida node	false	http://github.com/ginogervasio/salvavida-node
fridablomqvistl/hangman	hangman	false	http://github.com/fridablomqvistl/hangman
vicentedealencar/projeto-final	projeto final	false	http://github.com/vicentedealencar/projeto-final
reddavis/redrangeslider	redrangeslider	false	http://github.com/reddavis/redrangeslider
ravimandli/bootstrap	bootstrap	false	http://github.com/ravimandli/bootstrap
kevinblade/securesocial	securesocial	false	http://github.com/kevinblade/securesocial
qvidmi/redcar	redcar	True	http://github.com/qvidmi/redcar
vistur/moment	moment	True	http://github.com/vistur/moment
