is_data_statistics,repo,terms,url
True,andreslsuave/hermes,hermes,http://github.com/andreslsuave/hermes
True,hema-elango/swingsampleapplications,swingsampleapplications,http://github.com/hema-elango/swingsampleapplications
True,derats/osx-project-3,osx project 3,http://github.com/derats/osx-project-3
True,johnnypp/labview-producer-consumer,labview producer consumer,http://github.com/johnnypp/labview-producer-consumer
True,vinnievin/sample_app,sample app,http://github.com/vinnievin/sample_app
True,cpaight/swsample,swsample,http://github.com/cpaight/swsample
True,deestan/mu,mu,http://github.com/deestan/mu
True,cloudpassage/where-are-they-now,where are they now,http://github.com/cloudpassage/where-are-they-now
True,ambantis/euler-clojure,euler clojure,http://github.com/ambantis/euler-clojure
True,dwradcliffe/chef-application_nodejs,chef application nodejs,http://github.com/dwradcliffe/chef-application_nodejs
True,dragon19/yii-user-management,yii user management,http://github.com/dragon19/yii-user-management
True,wecreatepixels/our-boxen,our boxen,http://github.com/wecreatepixels/our-boxen
True,willphase/sample_app,sample app,http://github.com/willphase/sample_app
True,nagendratripathi/quadcurvemenu,quadcurvemenu,http://github.com/nagendratripathi/quadcurvemenu
True,aepirli/muzei-bash,muzei bash,http://github.com/aepirli/muzei-bash
True,drupalizeme/sasscompassdemo,sasscompassdemo,http://github.com/drupalizeme/sasscompassdemo
True,premcspc/my-app,my app,http://github.com/premcspc/my-app
True,marcingrzejszczak/ddd-leaven-v2,ddd leaven v2,http://github.com/marcingrzejszczak/ddd-leaven-v2
True,jatsz/antlr.sample,antlr sample,http://github.com/jatsz/antlr.sample
True,inmathwetrust/coinjoin,coinjoin,http://github.com/inmathwetrust/coinjoin
True,azyxrognu/knyyodjdu,knyyodjdu,http://github.com/azyxrognu/knyyodjdu
True,fel-cesar/sample_app,sample app,http://github.com/fel-cesar/sample_app
True,inoh/iossample,iossample,http://github.com/inoh/iossample
True,tejastank/jswiki,jswiki,http://github.com/tejastank/jswiki
True,meeeu/node.js-sample,node js sample,http://github.com/meeeu/node.js-sample
True,jahstar/codesamplier,codesamplier,http://github.com/jahstar/codesamplier
True,octave85/starilizer,starilizer,http://github.com/octave85/starilizer
True,necmisopost/teenager-movie-trailers-download,teenager movie trailers download,http://github.com/necmisopost/teenager-movie-trailers-download
True,mohsinh/spring-data-examples,spring data examples,http://github.com/mohsinh/spring-data-examples
True,arskom/spynepi,spynepi,http://github.com/arskom/spynepi
True,epicyoshi64/testing-pugilist,testing pugilist,http://github.com/epicyoshi64/testing-pugilist
True,rezhahino/bb10-webworks-community-samples,bb  webworks community samples,http://github.com/rezhahino/bb10-webworks-community-samples
True,aconstantin/jmite,jmite,http://github.com/aconstantin/jmite
True,soundtricker/gas-manager,gas manager,http://github.com/soundtricker/gas-manager
True,agrau24/codeexamples,codeexamples,http://github.com/agrau24/codeexamples
True,igorsavin/yac2013,yac ,http://github.com/igorsavin/yac2013
True,prishedko/javadocmanager,javadocmanager,http://github.com/prishedko/javadocmanager
True,rockaja/wordpress-signup-builder,wordpress signup builder,http://github.com/rockaja/wordpress-signup-builder
True,knosis/javascript_examples,javascript examples,http://github.com/knosis/javascript_examples
True,midluk/openchronos,openchronos,http://github.com/midluk/openchronos
True,yanaga/spring-data-jpa,spring data jpa,http://github.com/yanaga/spring-data-jpa
True,gitenberg/findelkind_1367,findelkind  ,http://github.com/gitenberg/findelkind_1367
True,standalonesa/nmea-gps,nmea gps,http://github.com/standalonesa/nmea-gps
True,gerardl123/sample,sample,http://github.com/gerardl123/sample
True,burnst100/vendor_htc_vigor-backup,vendor htc vigor backup,http://github.com/burnst100/vendor_htc_vigor-backup
True,marinhopereira/java-example,java example,http://github.com/marinhopereira/java-example
True,kblum/nodejsbot,nodejsbot,http://github.com/kblum/nodejsbot
True,virtalab/databazer-sample-app,databazer sample app,http://github.com/virtalab/databazer-sample-app
True,rodrigorm/cake_autotest,cake autotest,http://github.com/rodrigorm/cake_autotest
True,sabat/devise_ldap_authenticatable,devise ldap authenticatable,http://github.com/sabat/devise_ldap_authenticatable
True,rvb91/project-euler,project euler,http://github.com/rvb91/project-euler
True,danielroblem/-simulationeigentrust, simulationeigentrust,http://github.com/danielroblem/-simulationeigentrust
True,droid28/twittersample,twittersample,http://github.com/droid28/twittersample
True,leonkenneth/application_nodejs,application nodejs,http://github.com/leonkenneth/application_nodejs
True,ashic/aspconf-cqrs,aspconf cqrs,http://github.com/ashic/aspconf-cqrs
True,ctamakloe/aemanager,aemanager,http://github.com/ctamakloe/aemanager
True,xistance21/android_hardware_qcom_display-legacy,android hardware qcom display legacy,http://github.com/xistance21/android_hardware_qcom_display-legacy
True,bardoloi/prey-standalone-control-panel,prey standalone control panel,http://github.com/bardoloi/prey-standalone-control-panel
True,broonage123/esxml,esxml,http://github.com/broonage123/esxml
True,awatol/sample_app,sample app,http://github.com/awatol/sample_app
True,cruzerld/sample_app,sample app,http://github.com/cruzerld/sample_app
True,tkafka/sharejs,sharejs,http://github.com/tkafka/sharejs
True,dangarcia/sample_app,sample app,http://github.com/dangarcia/sample_app
True,endeavor6/sample_app,sample app,http://github.com/endeavor6/sample_app
True,charly-olvera/siatema-bancario,siatema bancario,http://github.com/charly-olvera/siatema-bancario
True,kkuwatani/sample_code,sample code,http://github.com/kkuwatani/sample_code
True,booknara/webviewexample,webviewexample,http://github.com/booknara/webviewexample
True,pwielgolaski/addressbook-sample,addressbook sample,http://github.com/pwielgolaski/addressbook-sample
True,ikangiec/ruby-sample,ruby sample,http://github.com/ikangiec/ruby-sample
True,t2health/t2androidlib,t2androidlib,http://github.com/t2health/t2androidlib
True,joshuaflanagan/bdd_blog,bdd blog,http://github.com/joshuaflanagan/bdd_blog
True,vigor56/inctest40db,inctest db,http://github.com/vigor56/inctest40db
True,w4s/sample_app,sample app,http://github.com/w4s/sample_app
True,jungepiraten/jupicp,jupicp,http://github.com/jungepiraten/jupicp
True,flowerteenager/flowerteenager.github.io,flowerteenager github io,http://github.com/flowerteenager/flowerteenager.github.io
True,hy-byakko/usrcsample,usrcsample,http://github.com/hy-byakko/usrcsample
True,julialee13/lab7,lab7,http://github.com/julialee13/lab7
True,tristanguo/troopjs-jquery,troopjs jquery,http://github.com/tristanguo/troopjs-jquery
True,tasteful/dapper-dot-net,dapper dot net,http://github.com/tasteful/dapper-dot-net
True,frenchy64/type-examples,type examples,http://github.com/frenchy64/type-examples
True,nagendrababu0701/calculator,calculator,http://github.com/nagendrababu0701/calculator
True,acoezh/sampletexturing,sampletexturing,http://github.com/acoezh/sampletexturing
True,arturgrigor/svpulltorefresh,svpulltorefresh,http://github.com/arturgrigor/svpulltorefresh
True,mariacastano1992/research-,research ,http://github.com/mariacastano1992/research-
True,finger-berlin/example-sinatra-twitter-bootstrap-unicorn-app,example sinatra twitter bootstrap unicorn app,http://github.com/finger-berlin/example-sinatra-twitter-bootstrap-unicorn-app
True,stanleygu/provisions,provisions,http://github.com/stanleygu/provisions
True,fyqjnu/messagemodel,messagemodel,http://github.com/fyqjnu/messagemodel
True,ngm/btw-samples,btw samples,http://github.com/ngm/btw-samples
True,kibridenria/free-bride-to-a-brigand-docx-ebook-usage,free bride to a brigand docx ebook usage,http://github.com/kibridenria/free-bride-to-a-brigand-docx-ebook-usage
True,clawrence/erlang-oauth-examples,erlang oauth examples,http://github.com/clawrence/erlang-oauth-examples
True,soccerupdates/kazakhstan-vs-georgia-live-streaming,kazakhstan vs georgia live streaming,http://github.com/soccerupdates/kazakhstan-vs-georgia-live-streaming
True,hotdiggitydoddo/sample_app,sample app,http://github.com/hotdiggitydoddo/sample_app
True,kslavinskiy/jet-0005-konstantin-slavinskiy,jet   konstantin slavinskiy,http://github.com/kslavinskiy/jet-0005-konstantin-slavinskiy
True,ingross/adapteva,adapteva,http://github.com/ingross/adapteva
True,zwilling/bachelor-thesis-llsf-simulation-fawkes-gazebo,bachelor thesis llsf simulation fawkes gazebo,http://github.com/zwilling/bachelor-thesis-llsf-simulation-fawkes-gazebo
True,aldsondiego/neodatis-for-android-sample,neodatis for android sample,http://github.com/aldsondiego/neodatis-for-android-sample
True,koliko/nodejs-geddy-demo,nodejs geddy demo,http://github.com/koliko/nodejs-geddy-demo
True,jks-liu/rtosplusplus,rtosplusplus,http://github.com/jks-liu/rtosplusplus
True,flashvoid/deepit-cookbooks,deepit cookbooks,http://github.com/flashvoid/deepit-cookbooks
True,stannedelchev/timedit,timedit,http://github.com/stannedelchev/timedit
True,honestwalker/magento-web-api-service-by-kancart.com-mobile,magento web api service by kancart com mobile,http://github.com/honestwalker/magento-web-api-service-by-kancart.com-mobile
True,lizardo/gnupoc-package,gnupoc package,http://github.com/lizardo/gnupoc-package
True,sparkdevelopers/phonegap3-ios-datepicker-plugin,phonegap3 ios datepicker plugin,http://github.com/sparkdevelopers/phonegap3-ios-datepicker-plugin
True,rborer/instant-messaging-plugin,instant messaging plugin,http://github.com/rborer/instant-messaging-plugin
True,a1153tm/androidsample,androidsample,http://github.com/a1153tm/androidsample
True,twistandshout/facebook-sdk,facebook sdk,http://github.com/twistandshout/facebook-sdk
True,seei/backbone.layoutmanager,backbone layoutmanager,http://github.com/seei/backbone.layoutmanager
True,hufeng825/fmimagepicker,fmimagepicker,http://github.com/hufeng825/fmimagepicker
True,hbbpb/nodejs-emberjs-mongodb,nodejs emberjs mongodb,http://github.com/hbbpb/nodejs-emberjs-mongodb
True,srinivasnd/android-maven-example,android maven example,http://github.com/srinivasnd/android-maven-example
True,fusionage/connect-session-mongo,connect session mongo,http://github.com/fusionage/connect-session-mongo
True,jodyhughes/bbedit-clm-sass,bbedit clm sass,http://github.com/jodyhughes/bbedit-clm-sass
True,bradbajuz/sample_app,sample app,http://github.com/bradbajuz/sample_app
True,goodshailesh/sample_app,sample app,http://github.com/goodshailesh/sample_app
True,asascience-open/owslib,owslib,http://github.com/asascience-open/owslib
True,job70/standards-and-practices,standards and practices,http://github.com/job70/standards-and-practices
True,huubske/pixelkit-bootstrap-ui-kits,pixelkit bootstrap ui kits,http://github.com/huubske/pixelkit-bootstrap-ui-kits
True,dartglass/mirror_example,mirror example,http://github.com/dartglass/mirror_example
True,igormarfin/thesis_v2,thesis v2,http://github.com/igormarfin/thesis_v2
True,examplecode/block_test,block test,http://github.com/examplecode/block_test
True,tuvistavie/heroku-buildpack-nodejs-grunt,heroku buildpack nodejs grunt,http://github.com/tuvistavie/heroku-buildpack-nodejs-grunt
True,brentburgoyne/state-jacket-js,state jacket js,http://github.com/brentburgoyne/state-jacket-js
True,andrzejsliwa/riak_zab,riak zab,http://github.com/andrzejsliwa/riak_zab
True,batcheze/stan-2.0,stan 2 0,http://github.com/batcheze/stan-2.0
True,lightsofapollo/treeherder-service,treeherder service,http://github.com/lightsofapollo/treeherder-service
True,gorrippmoonsco/traffic-simulator-software-free-download,traffic simulator software free download,http://github.com/gorrippmoonsco/traffic-simulator-software-free-download
True,kayakmike/examplewebapp,examplewebapp,http://github.com/kayakmike/examplewebapp
True,dinnerbone/samplebukkit,samplebukkit,http://github.com/dinnerbone/samplebukkit
True,pechalka/nodejs_test,nodejs test,http://github.com/pechalka/nodejs_test
True,donigian/sample-applications,sample applications,http://github.com/donigian/sample-applications
True,rastkojokic/testapp-nodejs,testapp nodejs,http://github.com/rastkojokic/testapp-nodejs
True,antiumadam/sample_app,sample app,http://github.com/antiumadam/sample_app
True,indevizible/messagestableviewcontroller,messagestableviewcontroller,http://github.com/indevizible/messagestableviewcontroller
True,jmeas/marionette.example-apps,marionette example apps,http://github.com/jmeas/marionette.example-apps
True,ibochkarev/bootstrap-datepicker,bootstrap datepicker,http://github.com/ibochkarev/bootstrap-datepicker
True,nitinkk/googleads-mobile-android-examples,googleads mobile android examples,http://github.com/nitinkk/googleads-mobile-android-examples
True,testanywebsite/response,response,http://github.com/testanywebsite/response
True,typhoon1978/dynagrid,dynagrid,http://github.com/typhoon1978/dynagrid
True,kodehub/screencalculator.kdapp,screencalculator kdapp,http://github.com/kodehub/screencalculator.kdapp
True,griffinstein/projecteuler,projecteuler,http://github.com/griffinstein/projecteuler
True,tvoegel/example-site,example site,http://github.com/tvoegel/example-site
True,takeshiyako/nagios,nagios,http://github.com/takeshiyako/nagios
True,schamane/rumpetroll-nodejs,rumpetroll nodejs,http://github.com/schamane/rumpetroll-nodejs
True,snakehead/business-app-sample,business app sample,http://github.com/snakehead/business-app-sample
True,damianavila/scipy2013_talks,scipy  talks,http://github.com/damianavila/scipy2013_talks
True,dapak/git-plugin,git plugin,http://github.com/dapak/git-plugin
True,bowdena/sample_app,sample app,http://github.com/bowdena/sample_app
True,arrowse1a/arrowseason1episode13,arrowseason1episode ,http://github.com/arrowse1a/arrowseason1episode13
True,davidlumley/large_background_transition.js,large background transition js,http://github.com/davidlumley/large_background_transition.js
True,garee/euler,euler,http://github.com/garee/euler
True,stephenmathieson/interpolate,interpolate,http://github.com/stephenmathieson/interpolate
True,kavee/ir-commander,ir commander,http://github.com/kavee/ir-commander
True,hirogasa/example,example,http://github.com/hirogasa/example
True,joetech/euler,euler,http://github.com/joetech/euler
True,ifes/posdevicesimulator,posdevicesimulator,http://github.com/ifes/posdevicesimulator
True,cozybz/os-simulation,os simulation,http://github.com/cozybz/os-simulation
True,toastshaman/nodejs-jenkins-integration-example,nodejs jenkins integration example,http://github.com/toastshaman/nodejs-jenkins-integration-example
True,pawelrychlik/duplitector,duplitector,http://github.com/pawelrychlik/duplitector
True,sfietkonstantin/paristranspo,paristranspo,http://github.com/sfietkonstantin/paristranspo
True,nikolarusevkristianvladov/work_time_manager,work time manager,http://github.com/nikolarusevkristianvladov/work_time_manager
True,jerryshenyizhou/sample_app,sample app,http://github.com/jerryshenyizhou/sample_app
True,alexanderchan/webgl-threejs-basics,webgl threejs basics,http://github.com/alexanderchan/webgl-threejs-basics
True,wp7-salamanca/depinchos,depinchos,http://github.com/wp7-salamanca/depinchos
True,maplecroft/osm_maps,osm maps,http://github.com/maplecroft/osm_maps
True,shareme/gwsprepivyrepo,gwsprepivyrepo,http://github.com/shareme/gwsprepivyrepo
True,winny-/hermes,hermes,http://github.com/winny-/hermes
True,rosskarchner/sheer-example-site,sheer example site,http://github.com/rosskarchner/sheer-example-site
True,pidpawel/zoo-tools,zoo tools,http://github.com/pidpawel/zoo-tools
True,jonashaag/latex-examples,latex examples,http://github.com/jonashaag/latex-examples
True,nagarajaprabha/website,website,http://github.com/nagarajaprabha/website
True,kodemon/reach-nodejs,reach nodejs,http://github.com/kodemon/reach-nodejs
True,w6030a/sample-apps,sample apps,http://github.com/w6030a/sample-apps
True,ramino/coding-standards,coding standards,http://github.com/ramino/coding-standards
True,erinb545/sample_app,sample app,http://github.com/erinb545/sample_app
True,clubespritlibre/the-gnu-distro,the gnu distro,http://github.com/clubespritlibre/the-gnu-distro
True,shanli/psitsmike_example_2,psitsmike example 2,http://github.com/shanli/psitsmike_example_2
True,kidliuxu/testrepository,testrepository,http://github.com/kidliuxu/testrepository
True,easyhappy/rspec-examples,rspec examples,http://github.com/easyhappy/rspec-examples
True,lorezz/smallexamples,smallexamples,http://github.com/lorezz/smallexamples
True,paraziit/android-nodejs,android nodejs,http://github.com/paraziit/android-nodejs
True,sunilgandhi/sample_app,sample app,http://github.com/sunilgandhi/sample_app
True,sebastianglonner/javaee7-samples,javaee7 samples,http://github.com/sebastianglonner/javaee7-samples
True,craigteegarden/ember-data-django-rest-adapter,ember data django rest adapter,http://github.com/craigteegarden/ember-data-django-rest-adapter
True,nep-mustang/bpc,bpc,http://github.com/nep-mustang/bpc
True,qedprigmosynois/repostuff,repostuff,http://github.com/qedprigmosynois/repostuff
True,krishna03/sqlitemanager4ios,sqlitemanager4ios,http://github.com/krishna03/sqlitemanager4ios
True,samsonasik/proxymanager,proxymanager,http://github.com/samsonasik/proxymanager
True,judah-e/nagara,nagara,http://github.com/judah-e/nagara
True,vconstant/radsketch,radsketch,http://github.com/vconstant/radsketch
True,vijithaepa/jbehave-usage,jbehave usage,http://github.com/vijithaepa/jbehave-usage
True,mdbee/mapbox-ios-example,mapbox ios example,http://github.com/mdbee/mapbox-ios-example
True,jasonconger/splunktooltipexample,splunktooltipexample,http://github.com/jasonconger/splunktooltipexample
True,idleft/pat_code_xkwang,pat code xkwang,http://github.com/idleft/pat_code_xkwang
True,ntfrs/mymatlabcf,mymatlabcf,http://github.com/ntfrs/mymatlabcf
True,kannan-chandra/sample_app,sample app,http://github.com/kannan-chandra/sample_app
True,youngchul/gnucashreports,gnucashreports,http://github.com/youngchul/gnucashreports
True,boostbob/strophejs,strophejs,http://github.com/boostbob/strophejs
True,divyakrishna/samplerepository,samplerepository,http://github.com/divyakrishna/samplerepository
True,sasha-sydorenko/buggy,buggy,http://github.com/sasha-sydorenko/buggy
True,epictetus/ojay,ojay,http://github.com/epictetus/ojay
True,dateofrock/swf-example,swf example,http://github.com/dateofrock/swf-example
True,martinkaplan/ssample_app,ssample app,http://github.com/martinkaplan/ssample_app
True,erlangdev/todomanager,todomanager,http://github.com/erlangdev/todomanager
True,jogandrasingh/jbpm-samples,jbpm samples,http://github.com/jogandrasingh/jbpm-samples
True,leonardo-ono/jms--java-message-service-,jms  java message service ,http://github.com/leonardo-ono/jms--java-message-service-
True,juliasoft/beedeedee,beedeedee,http://github.com/juliasoft/beedeedee
True,p-kito/manager,manager,http://github.com/p-kito/manager
True,andylolz/bootstrap-daterangepicker,bootstrap daterangepicker,http://github.com/andylolz/bootstrap-daterangepicker
True,floriancargoet/bulls-and-cows,bulls and cows,http://github.com/floriancargoet/bulls-and-cows
True,aplusplus/bigfolio,bigfolio,http://github.com/aplusplus/bigfolio
True,foxel/bootstrap-datepicker,bootstrap datepicker,http://github.com/foxel/bootstrap-datepicker
True,nisal/standardpaths,standardpaths,http://github.com/nisal/standardpaths
True,susmaz/avr-gcc-examples,avr gcc examples,http://github.com/susmaz/avr-gcc-examples
True,julianosaless/modeloarquiteturaljs,modeloarquiteturaljs,http://github.com/julianosaless/modeloarquiteturaljs
True,xingren/gdbussamples,gdbussamples,http://github.com/xingren/gdbussamples
True,nyg1971/fuel_sample,fuel sample,http://github.com/nyg1971/fuel_sample
True,arrowwebsolutions/sass-triangles,sass triangles,http://github.com/arrowwebsolutions/sass-triangles
True,itacey/pygame-examples-for-learning,pygame examples for learning,http://github.com/itacey/pygame-examples-for-learning
True,budelman/js-asset-management,js asset management,http://github.com/budelman/js-asset-management
True,cmencar/programming-collective-intelligence-code,programming collective intelligence code,http://github.com/cmencar/programming-collective-intelligence-code
True,ugy/cplusplusml,cplusplusml,http://github.com/ugy/cplusplusml
True,nhq/jsynth-file-sample,jsynth file sample,http://github.com/nhq/jsynth-file-sample
True,mnaganov/chrome-logo,chrome logo,http://github.com/mnaganov/chrome-logo
True,mdocter/boilerplatejs,boilerplatejs,http://github.com/mdocter/boilerplatejs
True,davidjames/sample,sample,http://github.com/davidjames/sample
True,jmarizgit/ltlbackbonejs,ltlbackbonejs,http://github.com/jmarizgit/ltlbackbonejs
True,jahubba/spring-hadoop-samples,spring hadoop samples,http://github.com/jahubba/spring-hadoop-samples
True,cidrex/webworks-community-samples,webworks community samples,http://github.com/cidrex/webworks-community-samples
True,julianpark/ballzcarousel,ballzcarousel,http://github.com/julianpark/ballzcarousel
True,julianjelfs/dynamicproxyissue,dynamicproxyissue,http://github.com/julianjelfs/dynamicproxyissue
True,androidlab/hfcca,hfcca,http://github.com/androidlab/hfcca
True,epidemian/bootstrap,bootstrap,http://github.com/epidemian/bootstrap
True,nkistler/hiddenagenda,hiddenagenda,http://github.com/nkistler/hiddenagenda
True,smelov/octave,octave,http://github.com/smelov/octave
True,flenter/docker-to-digital-ocean-example,docker to digital ocean example,http://github.com/flenter/docker-to-digital-ocean-example
True,miyanaga/mt-default-gravator,mt default gravator,http://github.com/miyanaga/mt-default-gravator
True,jipplus/opencart,opencart,http://github.com/jipplus/opencart
True,chinh7/transitionexample,transitionexample,http://github.com/chinh7/transitionexample
True,epictetus/backupgem,backupgem,http://github.com/epictetus/backupgem
True,dieterbe/graph-explorer,graph explorer,http://github.com/dieterbe/graph-explorer
True,avtushko/node-backbone-require-example-blog,node backbone require example blog,http://github.com/avtushko/node-backbone-require-example-blog
True,shogunpanda/ballast,ballast,http://github.com/shogunpanda/ballast
True,renoguyon/examples,examples,http://github.com/renoguyon/examples
True,stanlick/spring-next-generation,spring next generation,http://github.com/stanlick/spring-next-generation
True,thalesfp/luaandroidexample,luaandroidexample,http://github.com/thalesfp/luaandroidexample
True,sasagani/temp,temp,http://github.com/sasagani/temp
True,remyyounes/screensharejs,screensharejs,http://github.com/remyyounes/screensharejs
True,sidlinux22/shell_script,shell script,http://github.com/sidlinux22/shell_script
True,markswiatek/servicestack.examples,servicestack examples,http://github.com/markswiatek/servicestack.examples
True,tregalman/sample_app,sample app,http://github.com/tregalman/sample_app
True,sh0shin/nagios-pf-plugin,nagios pf plugin,http://github.com/sh0shin/nagios-pf-plugin
True,jekuta/sample_app,sample app,http://github.com/jekuta/sample_app
True,bpgergo/matrix-multiplication-demo,matrix multiplication demo,http://github.com/bpgergo/matrix-multiplication-demo
True,jd-carroll/e4-fragment-example,e4 fragment example,http://github.com/jd-carroll/e4-fragment-example
True,gowerm/wikipedia-sample,wikipedia sample,http://github.com/gowerm/wikipedia-sample
True,stanwu/binaural-beats,binaural beats,http://github.com/stanwu/binaural-beats
True,gc3-uzh-ch/nagios-plugins,nagios plugins,http://github.com/gc3-uzh-ch/nagios-plugins
True,raptor008v2/sample_app,sample app,http://github.com/raptor008v2/sample_app
True,moveplugins/account-message,account message,http://github.com/moveplugins/account-message
True,brenhilt/euler-problems,euler problems,http://github.com/brenhilt/euler-problems
True,aosplus/packages_apps_gallery2,packages apps gallery2,http://github.com/aosplus/packages_apps_gallery2
True,nikenike/course-contentmanagement,course contentmanagement,http://github.com/nikenike/course-contentmanagement
True,geekbeing/sample_app,sample app,http://github.com/geekbeing/sample_app
True,fe2o3/quickfix-samples,quickfix samples,http://github.com/fe2o3/quickfix-samples
True,stankevich/puppet-rsyslog,puppet rsyslog,http://github.com/stankevich/puppet-rsyslog
True,xuhao791214/nodesample,nodesample,http://github.com/xuhao791214/nodesample
True,sirsean/sproutcore-sample-tasks-server,sproutcore sample tasks server,http://github.com/sirsean/sproutcore-sample-tasks-server
True,azienkowicz/pixelkit-bootstrap-ui-kits,pixelkit bootstrap ui kits,http://github.com/azienkowicz/pixelkit-bootstrap-ui-kits
True,denis-chmel/symfony-standard,symfony standard,http://github.com/denis-chmel/symfony-standard
True,mabrax/sample_app,sample app,http://github.com/mabrax/sample_app
True,pawel-d/the-epic-odyssey,the epic odyssey,http://github.com/pawel-d/the-epic-odyssey
True,tslater/angular-jasmine-example,angular jasmine example,http://github.com/tslater/angular-jasmine-example
True,tnn/dart-tutorials-samples,dart tutorials samples,http://github.com/tnn/dart-tutorials-samples
True,jamesbremner/applesoranges,applesoranges,http://github.com/jamesbremner/applesoranges
True,ifandelse/dynamic-conventions-examples,dynamic conventions examples,http://github.com/ifandelse/dynamic-conventions-examples
True,danboconnor/sample_app,sample app,http://github.com/danboconnor/sample_app
True,davidsidlinger/saccharin,saccharin,http://github.com/davidsidlinger/saccharin
True,sudocoda/msd-examples,msd examples,http://github.com/sudocoda/msd-examples
True,shreya/sample1,sample1,http://github.com/shreya/sample1
True,dericcrago/django-backbone-example,django backbone example,http://github.com/dericcrago/django-backbone-example
True,emmaguy/dashclockepisodereminder,dashclockepisodereminder,http://github.com/emmaguy/dashclockepisodereminder
True,geshafer/napp.alloy.adapter.restapi,napp alloy adapter restapi,http://github.com/geshafer/napp.alloy.adapter.restapi
True,amananiket/shogun,shogun,http://github.com/amananiket/shogun
True,kanzure/jasmine-standalone,jasmine standalone,http://github.com/kanzure/jasmine-standalone
True,rossengeorgiev/gnuplot-colorbrewer,gnuplot colorbrewer,http://github.com/rossengeorgiev/gnuplot-colorbrewer
True,query-string/rails_standards,rails standards,http://github.com/query-string/rails_standards
True,mediagrin/yeoman-examples,yeoman examples,http://github.com/mediagrin/yeoman-examples
True,vibhuti/sample_app,sample app,http://github.com/vibhuti/sample_app
True,evengers/nodejs-openshift,nodejs openshift,http://github.com/evengers/nodejs-openshift
True,mozey/epiceditor,epiceditor,http://github.com/mozey/epiceditor
True,estefa77/sass,sass,http://github.com/estefa77/sass
True,symfony-plugins/capropelnestedsetmanagerplugin,capropelnestedsetmanagerplugin,http://github.com/symfony-plugins/capropelnestedsetmanagerplugin
True,martinkbrown/notification-example,notification example,http://github.com/martinkbrown/notification-example
True,reactorio/bootstrap-sass,bootstrap sass,http://github.com/reactorio/bootstrap-sass
True,idreamtbest/osass5,osass5,http://github.com/idreamtbest/osass5
True,rclanan/appointmentmanager,appointmentmanager,http://github.com/rclanan/appointmentmanager
True,cancercare/960-sass,  sass,http://github.com/cancercare/960-sass
True,shivasharma/sample_app1,sample app1,http://github.com/shivasharma/sample_app1
True,joan-pons/primerremot,primerremot,http://github.com/joan-pons/primerremot
True,lermex/project-euler-solutions,project euler solutions,http://github.com/lermex/project-euler-solutions
True,sravangajula/sample-app,sample app,http://github.com/sravangajula/sample-app
True,halfdreamer/django-example,django example,http://github.com/halfdreamer/django-example
True,mikemalloy/sample_app,sample app,http://github.com/mikemalloy/sample_app
True,pombredanne/jplusplus.org,jplusplus org,http://github.com/pombredanne/jplusplus.org
True,nvlad/bookexplorer-db,bookexplorer db,http://github.com/nvlad/bookexplorer-db
True,sexytaeho/stagetextexample,stagetextexample,http://github.com/sexytaeho/stagetextexample
True,mselvi/spring-data-jpa-examples,spring data jpa examples,http://github.com/mselvi/spring-data-jpa-examples
True,captnsassypantz/sarco,sarco,http://github.com/captnsassypantz/sarco
True,marcosrosada/angularjs-sample-2,angularjs sample 2,http://github.com/marcosrosada/angularjs-sample-2
True,terabyte/jnr-constants,jnr constants,http://github.com/terabyte/jnr-constants
True,ncuasquer/miprimerrep,miprimerrep,http://github.com/ncuasquer/miprimerrep
True,kobeh207/facebook-windows-phone-sample,facebook windows phone sample,http://github.com/kobeh207/facebook-windows-phone-sample
True,bluejayke/sample_app,sample app,http://github.com/bluejayke/sample_app
True,yangliuy/ldagibbssampling,ldagibbssampling,http://github.com/yangliuy/ldagibbssampling
True,xiaobozi/scikit-learn-tutorial,scikit learn tutorial,http://github.com/xiaobozi/scikit-learn-tutorial
True,lshepard/jekyll-sass,jekyll sass,http://github.com/lshepard/jekyll-sass
True,tonigrigoriu/magneto-debug,magneto debug,http://github.com/tonigrigoriu/magneto-debug
True,juanphdz/guessanumberlab2,guessanumberlab2,http://github.com/juanphdz/guessanumberlab2
True,ssidle6/html-kickstart,html kickstart,http://github.com/ssidle6/html-kickstart
True,sw360cab/nodejs-module-examples,nodejs module examples,http://github.com/sw360cab/nodejs-module-examples
True,yanivnizry/bootstrap-daterangepicker,bootstrap daterangepicker,http://github.com/yanivnizry/bootstrap-daterangepicker
True,jhjwind/phonegap-plugin-wizviewmanager,phonegap plugin wizviewmanager,http://github.com/jhjwind/phonegap-plugin-wizviewmanager
True,nagender9/downloadscript,downloadscript,http://github.com/nagender9/downloadscript
True,vince2010091/password-manager,password manager,http://github.com/vince2010091/password-manager
True,cparola/jenkinssampleapp,jenkinssampleapp,http://github.com/cparola/jenkinssampleapp
True,sneistat/sass,sass,http://github.com/sneistat/sass
True,igoraltach/symblog,symblog,http://github.com/igoraltach/symblog
True,anuchitprasertsang/bootstrap-datetimepicker,bootstrap datetimepicker,http://github.com/anuchitprasertsang/bootstrap-datetimepicker
True,suhanlee/api-samples,api samples,http://github.com/suhanlee/api-samples
True,shogun00/tranceport,tranceport,http://github.com/shogun00/tranceport
True,szymoniwacz/backbonejs,backbonejs,http://github.com/szymoniwacz/backbonejs
