is_data_statistics	repo	terms	is_data_statistics	url
True	benjaminschiller/dna.examples	dna examples	True	http://github.com/benjaminschiller/dna.examples
True	lehan/sample_app_windows	sample app windows	True	http://github.com/lehan/sample_app_windows
True	80legs/sample-80apps	sample  apps	True	http://github.com/80legs/sample-80apps
True	idmarjr/designufsc2013-2-web-projeto6	designufsc  2 web projeto6	True	http://github.com/idmarjr/designufsc2013-2-web-projeto6
True	cf-samples-attic/rails-prelaunch-signup	rails prelaunch signup	True	http://github.com/cf-samples-attic/rails-prelaunch-signup
True	geoffr/rubyspamassassin	rubyspamassassin	True	http://github.com/geoffr/rubyspamassassin
True	neilmiddleton/heroku_flask_example	heroku flask example	True	http://github.com/neilmiddleton/heroku_flask_example
True	groupsky/probankingplusplus	probankingplusplus	True	http://github.com/groupsky/probankingplusplus
True	yangtao76/drupal-ios-sdk-example	drupal ios sdk example	True	http://github.com/yangtao76/drupal-ios-sdk-example
True	andreslsuave/hermes	hermes	True	http://github.com/andreslsuave/hermes
True	hema-elango/swingsampleapplications	swingsampleapplications	True	http://github.com/hema-elango/swingsampleapplications
True	derats/osx-project-3	osx project 3	True	http://github.com/derats/osx-project-3
True	johnnypp/labview-producer-consumer	labview producer consumer	True	http://github.com/johnnypp/labview-producer-consumer
True	vinnievin/sample_app	sample app	True	http://github.com/vinnievin/sample_app
True	cpaight/swsample	swsample	True	http://github.com/cpaight/swsample
True	deestan/mu	mu	True	http://github.com/deestan/mu
True	cloudpassage/where-are-they-now	where are they now	True	http://github.com/cloudpassage/where-are-they-now
True	ambantis/euler-clojure	euler clojure	True	http://github.com/ambantis/euler-clojure
True	dwradcliffe/chef-application_nodejs	chef application nodejs	True	http://github.com/dwradcliffe/chef-application_nodejs
True	dragon19/yii-user-management	yii user management	True	http://github.com/dragon19/yii-user-management
True	wecreatepixels/our-boxen	our boxen	True	http://github.com/wecreatepixels/our-boxen
True	willphase/sample_app	sample app	True	http://github.com/willphase/sample_app
True	nagendratripathi/quadcurvemenu	quadcurvemenu	True	http://github.com/nagendratripathi/quadcurvemenu
True	aepirli/muzei-bash	muzei bash	True	http://github.com/aepirli/muzei-bash
True	drupalizeme/sasscompassdemo	sasscompassdemo	True	http://github.com/drupalizeme/sasscompassdemo
True	premcspc/my-app	my app	True	http://github.com/premcspc/my-app
True	marcingrzejszczak/ddd-leaven-v2	ddd leaven v2	True	http://github.com/marcingrzejszczak/ddd-leaven-v2
True	jatsz/antlr.sample	antlr sample	True	http://github.com/jatsz/antlr.sample
True	inmathwetrust/coinjoin	coinjoin	True	http://github.com/inmathwetrust/coinjoin
True	azyxrognu/knyyodjdu	knyyodjdu	True	http://github.com/azyxrognu/knyyodjdu
True	fel-cesar/sample_app	sample app	True	http://github.com/fel-cesar/sample_app
True	inoh/iossample	iossample	True	http://github.com/inoh/iossample
True	tejastank/jswiki	jswiki	True	http://github.com/tejastank/jswiki
True	meeeu/node.js-sample	node js sample	True	http://github.com/meeeu/node.js-sample
True	jahstar/codesamplier	codesamplier	True	http://github.com/jahstar/codesamplier
True	octave85/starilizer	starilizer	True	http://github.com/octave85/starilizer
True	necmisopost/teenager-movie-trailers-download	teenager movie trailers download	True	http://github.com/necmisopost/teenager-movie-trailers-download
True	mohsinh/spring-data-examples	spring data examples	True	http://github.com/mohsinh/spring-data-examples
True	arskom/spynepi	spynepi	True	http://github.com/arskom/spynepi
True	epicyoshi64/testing-pugilist	testing pugilist	True	http://github.com/epicyoshi64/testing-pugilist
True	rezhahino/bb10-webworks-community-samples	bb  webworks community samples	True	http://github.com/rezhahino/bb10-webworks-community-samples
True	aconstantin/jmite	jmite	True	http://github.com/aconstantin/jmite
True	soundtricker/gas-manager	gas manager	True	http://github.com/soundtricker/gas-manager
True	agrau24/codeexamples	codeexamples	True	http://github.com/agrau24/codeexamples
True	igorsavin/yac2013	yac 	True	http://github.com/igorsavin/yac2013
True	prishedko/javadocmanager	javadocmanager	True	http://github.com/prishedko/javadocmanager
True	rockaja/wordpress-signup-builder	wordpress signup builder	True	http://github.com/rockaja/wordpress-signup-builder
True	knosis/javascript_examples	javascript examples	True	http://github.com/knosis/javascript_examples
True	midluk/openchronos	openchronos	True	http://github.com/midluk/openchronos
True	yanaga/spring-data-jpa	spring data jpa	True	http://github.com/yanaga/spring-data-jpa
True	gitenberg/findelkind_1367	findelkind  	True	http://github.com/gitenberg/findelkind_1367
True	standalonesa/nmea-gps	nmea gps	True	http://github.com/standalonesa/nmea-gps
True	gerardl123/sample	sample	True	http://github.com/gerardl123/sample
True	burnst100/vendor_htc_vigor-backup	vendor htc vigor backup	True	http://github.com/burnst100/vendor_htc_vigor-backup
True	marinhopereira/java-example	java example	True	http://github.com/marinhopereira/java-example
True	kblum/nodejsbot	nodejsbot	True	http://github.com/kblum/nodejsbot
True	virtalab/databazer-sample-app	databazer sample app	True	http://github.com/virtalab/databazer-sample-app
True	rodrigorm/cake_autotest	cake autotest	True	http://github.com/rodrigorm/cake_autotest
True	sabat/devise_ldap_authenticatable	devise ldap authenticatable	True	http://github.com/sabat/devise_ldap_authenticatable
True	rvb91/project-euler	project euler	True	http://github.com/rvb91/project-euler
True	danielroblem/-simulationeigentrust	 simulationeigentrust	True	http://github.com/danielroblem/-simulationeigentrust
True	droid28/twittersample	twittersample	True	http://github.com/droid28/twittersample
True	leonkenneth/application_nodejs	application nodejs	True	http://github.com/leonkenneth/application_nodejs
True	ashic/aspconf-cqrs	aspconf cqrs	True	http://github.com/ashic/aspconf-cqrs
True	ctamakloe/aemanager	aemanager	True	http://github.com/ctamakloe/aemanager
True	xistance21/android_hardware_qcom_display-legacy	android hardware qcom display legacy	True	http://github.com/xistance21/android_hardware_qcom_display-legacy
True	bardoloi/prey-standalone-control-panel	prey standalone control panel	True	http://github.com/bardoloi/prey-standalone-control-panel
True	broonage123/esxml	esxml	True	http://github.com/broonage123/esxml
True	awatol/sample_app	sample app	True	http://github.com/awatol/sample_app
True	cruzerld/sample_app	sample app	True	http://github.com/cruzerld/sample_app
True	tkafka/sharejs	sharejs	True	http://github.com/tkafka/sharejs
True	dangarcia/sample_app	sample app	True	http://github.com/dangarcia/sample_app
True	endeavor6/sample_app	sample app	True	http://github.com/endeavor6/sample_app
True	charly-olvera/siatema-bancario	siatema bancario	True	http://github.com/charly-olvera/siatema-bancario
True	kkuwatani/sample_code	sample code	True	http://github.com/kkuwatani/sample_code
True	booknara/webviewexample	webviewexample	True	http://github.com/booknara/webviewexample
True	pwielgolaski/addressbook-sample	addressbook sample	True	http://github.com/pwielgolaski/addressbook-sample
True	ikangiec/ruby-sample	ruby sample	True	http://github.com/ikangiec/ruby-sample
True	t2health/t2androidlib	t2androidlib	True	http://github.com/t2health/t2androidlib
True	joshuaflanagan/bdd_blog	bdd blog	True	http://github.com/joshuaflanagan/bdd_blog
True	vigor56/inctest40db	inctest db	True	http://github.com/vigor56/inctest40db
True	w4s/sample_app	sample app	True	http://github.com/w4s/sample_app
True	jungepiraten/jupicp	jupicp	True	http://github.com/jungepiraten/jupicp
True	flowerteenager/flowerteenager.github.io	flowerteenager github io	True	http://github.com/flowerteenager/flowerteenager.github.io
True	hy-byakko/usrcsample	usrcsample	True	http://github.com/hy-byakko/usrcsample
True	julialee13/lab7	lab7	True	http://github.com/julialee13/lab7
True	tristanguo/troopjs-jquery	troopjs jquery	True	http://github.com/tristanguo/troopjs-jquery
True	tasteful/dapper-dot-net	dapper dot net	True	http://github.com/tasteful/dapper-dot-net
True	frenchy64/type-examples	type examples	True	http://github.com/frenchy64/type-examples
True	nagendrababu0701/calculator	calculator	True	http://github.com/nagendrababu0701/calculator
True	acoezh/sampletexturing	sampletexturing	True	http://github.com/acoezh/sampletexturing
True	arturgrigor/svpulltorefresh	svpulltorefresh	True	http://github.com/arturgrigor/svpulltorefresh
True	mariacastano1992/research-	research 	True	http://github.com/mariacastano1992/research-
True	finger-berlin/example-sinatra-twitter-bootstrap-unicorn-app	example sinatra twitter bootstrap unicorn app	True	http://github.com/finger-berlin/example-sinatra-twitter-bootstrap-unicorn-app
True	stanleygu/provisions	provisions	True	http://github.com/stanleygu/provisions
True	fyqjnu/messagemodel	messagemodel	True	http://github.com/fyqjnu/messagemodel
True	ngm/btw-samples	btw samples	True	http://github.com/ngm/btw-samples
True	kibridenria/free-bride-to-a-brigand-docx-ebook-usage	free bride to a brigand docx ebook usage	True	http://github.com/kibridenria/free-bride-to-a-brigand-docx-ebook-usage
True	clawrence/erlang-oauth-examples	erlang oauth examples	True	http://github.com/clawrence/erlang-oauth-examples
True	soccerupdates/kazakhstan-vs-georgia-live-streaming	kazakhstan vs georgia live streaming	True	http://github.com/soccerupdates/kazakhstan-vs-georgia-live-streaming
True	hotdiggitydoddo/sample_app	sample app	True	http://github.com/hotdiggitydoddo/sample_app
True	kslavinskiy/jet-0005-konstantin-slavinskiy	jet   konstantin slavinskiy	True	http://github.com/kslavinskiy/jet-0005-konstantin-slavinskiy
True	ingross/adapteva	adapteva	True	http://github.com/ingross/adapteva
True	zwilling/bachelor-thesis-llsf-simulation-fawkes-gazebo	bachelor thesis llsf simulation fawkes gazebo	True	http://github.com/zwilling/bachelor-thesis-llsf-simulation-fawkes-gazebo
True	aldsondiego/neodatis-for-android-sample	neodatis for android sample	True	http://github.com/aldsondiego/neodatis-for-android-sample
True	koliko/nodejs-geddy-demo	nodejs geddy demo	True	http://github.com/koliko/nodejs-geddy-demo
True	jks-liu/rtosplusplus	rtosplusplus	True	http://github.com/jks-liu/rtosplusplus
True	flashvoid/deepit-cookbooks	deepit cookbooks	True	http://github.com/flashvoid/deepit-cookbooks
True	stannedelchev/timedit	timedit	True	http://github.com/stannedelchev/timedit
True	honestwalker/magento-web-api-service-by-kancart.com-mobile	magento web api service by kancart com mobile	True	http://github.com/honestwalker/magento-web-api-service-by-kancart.com-mobile
True	lizardo/gnupoc-package	gnupoc package	True	http://github.com/lizardo/gnupoc-package
True	sparkdevelopers/phonegap3-ios-datepicker-plugin	phonegap3 ios datepicker plugin	True	http://github.com/sparkdevelopers/phonegap3-ios-datepicker-plugin
True	rborer/instant-messaging-plugin	instant messaging plugin	True	http://github.com/rborer/instant-messaging-plugin
True	a1153tm/androidsample	androidsample	True	http://github.com/a1153tm/androidsample
True	twistandshout/facebook-sdk	facebook sdk	True	http://github.com/twistandshout/facebook-sdk
True	seei/backbone.layoutmanager	backbone layoutmanager	True	http://github.com/seei/backbone.layoutmanager
True	hufeng825/fmimagepicker	fmimagepicker	True	http://github.com/hufeng825/fmimagepicker
True	hbbpb/nodejs-emberjs-mongodb	nodejs emberjs mongodb	True	http://github.com/hbbpb/nodejs-emberjs-mongodb
True	srinivasnd/android-maven-example	android maven example	True	http://github.com/srinivasnd/android-maven-example
True	fusionage/connect-session-mongo	connect session mongo	True	http://github.com/fusionage/connect-session-mongo
True	jodyhughes/bbedit-clm-sass	bbedit clm sass	True	http://github.com/jodyhughes/bbedit-clm-sass
True	bradbajuz/sample_app	sample app	True	http://github.com/bradbajuz/sample_app
True	goodshailesh/sample_app	sample app	True	http://github.com/goodshailesh/sample_app
True	asascience-open/owslib	owslib	True	http://github.com/asascience-open/owslib
True	job70/standards-and-practices	standards and practices	True	http://github.com/job70/standards-and-practices
True	huubske/pixelkit-bootstrap-ui-kits	pixelkit bootstrap ui kits	True	http://github.com/huubske/pixelkit-bootstrap-ui-kits
True	dartglass/mirror_example	mirror example	True	http://github.com/dartglass/mirror_example
True	igormarfin/thesis_v2	thesis v2	True	http://github.com/igormarfin/thesis_v2
True	examplecode/block_test	block test	True	http://github.com/examplecode/block_test
True	tuvistavie/heroku-buildpack-nodejs-grunt	heroku buildpack nodejs grunt	True	http://github.com/tuvistavie/heroku-buildpack-nodejs-grunt
True	brentburgoyne/state-jacket-js	state jacket js	True	http://github.com/brentburgoyne/state-jacket-js
True	andrzejsliwa/riak_zab	riak zab	True	http://github.com/andrzejsliwa/riak_zab
True	batcheze/stan-2.0	stan 2 0	True	http://github.com/batcheze/stan-2.0
True	lightsofapollo/treeherder-service	treeherder service	True	http://github.com/lightsofapollo/treeherder-service
True	gorrippmoonsco/traffic-simulator-software-free-download	traffic simulator software free download	True	http://github.com/gorrippmoonsco/traffic-simulator-software-free-download
True	kayakmike/examplewebapp	examplewebapp	True	http://github.com/kayakmike/examplewebapp
True	dinnerbone/samplebukkit	samplebukkit	True	http://github.com/dinnerbone/samplebukkit
True	pechalka/nodejs_test	nodejs test	True	http://github.com/pechalka/nodejs_test
True	donigian/sample-applications	sample applications	True	http://github.com/donigian/sample-applications
True	rastkojokic/testapp-nodejs	testapp nodejs	True	http://github.com/rastkojokic/testapp-nodejs
True	antiumadam/sample_app	sample app	True	http://github.com/antiumadam/sample_app
True	indevizible/messagestableviewcontroller	messagestableviewcontroller	True	http://github.com/indevizible/messagestableviewcontroller
True	jmeas/marionette.example-apps	marionette example apps	True	http://github.com/jmeas/marionette.example-apps
True	ibochkarev/bootstrap-datepicker	bootstrap datepicker	True	http://github.com/ibochkarev/bootstrap-datepicker
True	nitinkk/googleads-mobile-android-examples	googleads mobile android examples	True	http://github.com/nitinkk/googleads-mobile-android-examples
True	testanywebsite/response	response	True	http://github.com/testanywebsite/response
True	typhoon1978/dynagrid	dynagrid	True	http://github.com/typhoon1978/dynagrid
True	kodehub/screencalculator.kdapp	screencalculator kdapp	True	http://github.com/kodehub/screencalculator.kdapp
True	griffinstein/projecteuler	projecteuler	True	http://github.com/griffinstein/projecteuler
True	tvoegel/example-site	example site	True	http://github.com/tvoegel/example-site
True	takeshiyako/nagios	nagios	True	http://github.com/takeshiyako/nagios
True	schamane/rumpetroll-nodejs	rumpetroll nodejs	True	http://github.com/schamane/rumpetroll-nodejs
True	snakehead/business-app-sample	business app sample	True	http://github.com/snakehead/business-app-sample
True	damianavila/scipy2013_talks	scipy  talks	True	http://github.com/damianavila/scipy2013_talks
True	dapak/git-plugin	git plugin	True	http://github.com/dapak/git-plugin
True	bowdena/sample_app	sample app	True	http://github.com/bowdena/sample_app
True	arrowse1a/arrowseason1episode13	arrowseason1episode 	True	http://github.com/arrowse1a/arrowseason1episode13
True	davidlumley/large_background_transition.js	large background transition js	True	http://github.com/davidlumley/large_background_transition.js
True	garee/euler	euler	True	http://github.com/garee/euler
True	stephenmathieson/interpolate	interpolate	True	http://github.com/stephenmathieson/interpolate
True	kavee/ir-commander	ir commander	True	http://github.com/kavee/ir-commander
True	hirogasa/example	example	True	http://github.com/hirogasa/example
True	joetech/euler	euler	True	http://github.com/joetech/euler
True	ifes/posdevicesimulator	posdevicesimulator	True	http://github.com/ifes/posdevicesimulator
True	cozybz/os-simulation	os simulation	True	http://github.com/cozybz/os-simulation
True	toastshaman/nodejs-jenkins-integration-example	nodejs jenkins integration example	True	http://github.com/toastshaman/nodejs-jenkins-integration-example
True	pawelrychlik/duplitector	duplitector	True	http://github.com/pawelrychlik/duplitector
True	sfietkonstantin/paristranspo	paristranspo	True	http://github.com/sfietkonstantin/paristranspo
True	nikolarusevkristianvladov/work_time_manager	work time manager	True	http://github.com/nikolarusevkristianvladov/work_time_manager
True	jerryshenyizhou/sample_app	sample app	True	http://github.com/jerryshenyizhou/sample_app
True	alexanderchan/webgl-threejs-basics	webgl threejs basics	True	http://github.com/alexanderchan/webgl-threejs-basics
True	wp7-salamanca/depinchos	depinchos	True	http://github.com/wp7-salamanca/depinchos
True	maplecroft/osm_maps	osm maps	True	http://github.com/maplecroft/osm_maps
True	shareme/gwsprepivyrepo	gwsprepivyrepo	True	http://github.com/shareme/gwsprepivyrepo
True	winny-/hermes	hermes	True	http://github.com/winny-/hermes
True	rosskarchner/sheer-example-site	sheer example site	True	http://github.com/rosskarchner/sheer-example-site
True	pidpawel/zoo-tools	zoo tools	True	http://github.com/pidpawel/zoo-tools
True	jonashaag/latex-examples	latex examples	True	http://github.com/jonashaag/latex-examples
True	nagarajaprabha/website	website	True	http://github.com/nagarajaprabha/website
True	kodemon/reach-nodejs	reach nodejs	True	http://github.com/kodemon/reach-nodejs
True	w6030a/sample-apps	sample apps	True	http://github.com/w6030a/sample-apps
True	ramino/coding-standards	coding standards	True	http://github.com/ramino/coding-standards
True	erinb545/sample_app	sample app	True	http://github.com/erinb545/sample_app
True	clubespritlibre/the-gnu-distro	the gnu distro	True	http://github.com/clubespritlibre/the-gnu-distro
True	shanli/psitsmike_example_2	psitsmike example 2	True	http://github.com/shanli/psitsmike_example_2
True	kidliuxu/testrepository	testrepository	True	http://github.com/kidliuxu/testrepository
True	easyhappy/rspec-examples	rspec examples	True	http://github.com/easyhappy/rspec-examples
True	lorezz/smallexamples	smallexamples	True	http://github.com/lorezz/smallexamples
True	paraziit/android-nodejs	android nodejs	True	http://github.com/paraziit/android-nodejs
True	sunilgandhi/sample_app	sample app	True	http://github.com/sunilgandhi/sample_app
True	sebastianglonner/javaee7-samples	javaee7 samples	True	http://github.com/sebastianglonner/javaee7-samples
True	craigteegarden/ember-data-django-rest-adapter	ember data django rest adapter	True	http://github.com/craigteegarden/ember-data-django-rest-adapter
True	nep-mustang/bpc	bpc	True	http://github.com/nep-mustang/bpc
True	qedprigmosynois/repostuff	repostuff	True	http://github.com/qedprigmosynois/repostuff
True	krishna03/sqlitemanager4ios	sqlitemanager4ios	True	http://github.com/krishna03/sqlitemanager4ios
True	samsonasik/proxymanager	proxymanager	True	http://github.com/samsonasik/proxymanager
True	judah-e/nagara	nagara	True	http://github.com/judah-e/nagara
True	vconstant/radsketch	radsketch	True	http://github.com/vconstant/radsketch
True	vijithaepa/jbehave-usage	jbehave usage	True	http://github.com/vijithaepa/jbehave-usage
True	mdbee/mapbox-ios-example	mapbox ios example	True	http://github.com/mdbee/mapbox-ios-example
True	jasonconger/splunktooltipexample	splunktooltipexample	True	http://github.com/jasonconger/splunktooltipexample
True	idleft/pat_code_xkwang	pat code xkwang	True	http://github.com/idleft/pat_code_xkwang
True	ntfrs/mymatlabcf	mymatlabcf	True	http://github.com/ntfrs/mymatlabcf
True	kannan-chandra/sample_app	sample app	True	http://github.com/kannan-chandra/sample_app
True	youngchul/gnucashreports	gnucashreports	True	http://github.com/youngchul/gnucashreports
True	boostbob/strophejs	strophejs	True	http://github.com/boostbob/strophejs
True	divyakrishna/samplerepository	samplerepository	True	http://github.com/divyakrishna/samplerepository
True	sasha-sydorenko/buggy	buggy	True	http://github.com/sasha-sydorenko/buggy
True	epictetus/ojay	ojay	True	http://github.com/epictetus/ojay
True	dateofrock/swf-example	swf example	True	http://github.com/dateofrock/swf-example
True	martinkaplan/ssample_app	ssample app	True	http://github.com/martinkaplan/ssample_app
True	erlangdev/todomanager	todomanager	True	http://github.com/erlangdev/todomanager
True	jogandrasingh/jbpm-samples	jbpm samples	True	http://github.com/jogandrasingh/jbpm-samples
True	leonardo-ono/jms--java-message-service-	jms  java message service 	True	http://github.com/leonardo-ono/jms--java-message-service-
True	juliasoft/beedeedee	beedeedee	True	http://github.com/juliasoft/beedeedee
True	p-kito/manager	manager	True	http://github.com/p-kito/manager
True	andylolz/bootstrap-daterangepicker	bootstrap daterangepicker	True	http://github.com/andylolz/bootstrap-daterangepicker
True	floriancargoet/bulls-and-cows	bulls and cows	True	http://github.com/floriancargoet/bulls-and-cows
True	aplusplus/bigfolio	bigfolio	True	http://github.com/aplusplus/bigfolio
True	foxel/bootstrap-datepicker	bootstrap datepicker	True	http://github.com/foxel/bootstrap-datepicker
True	nisal/standardpaths	standardpaths	True	http://github.com/nisal/standardpaths
True	susmaz/avr-gcc-examples	avr gcc examples	True	http://github.com/susmaz/avr-gcc-examples
True	julianosaless/modeloarquiteturaljs	modeloarquiteturaljs	True	http://github.com/julianosaless/modeloarquiteturaljs
True	xingren/gdbussamples	gdbussamples	True	http://github.com/xingren/gdbussamples
True	nyg1971/fuel_sample	fuel sample	True	http://github.com/nyg1971/fuel_sample
True	arrowwebsolutions/sass-triangles	sass triangles	True	http://github.com/arrowwebsolutions/sass-triangles
True	itacey/pygame-examples-for-learning	pygame examples for learning	True	http://github.com/itacey/pygame-examples-for-learning
True	budelman/js-asset-management	js asset management	True	http://github.com/budelman/js-asset-management
True	cmencar/programming-collective-intelligence-code	programming collective intelligence code	True	http://github.com/cmencar/programming-collective-intelligence-code
True	ugy/cplusplusml	cplusplusml	True	http://github.com/ugy/cplusplusml
True	nhq/jsynth-file-sample	jsynth file sample	True	http://github.com/nhq/jsynth-file-sample
True	mnaganov/chrome-logo	chrome logo	True	http://github.com/mnaganov/chrome-logo
True	mdocter/boilerplatejs	boilerplatejs	True	http://github.com/mdocter/boilerplatejs
True	davidjames/sample	sample	True	http://github.com/davidjames/sample
True	jmarizgit/ltlbackbonejs	ltlbackbonejs	True	http://github.com/jmarizgit/ltlbackbonejs
True	jahubba/spring-hadoop-samples	spring hadoop samples	True	http://github.com/jahubba/spring-hadoop-samples
True	cidrex/webworks-community-samples	webworks community samples	True	http://github.com/cidrex/webworks-community-samples
True	julianpark/ballzcarousel	ballzcarousel	True	http://github.com/julianpark/ballzcarousel
True	julianjelfs/dynamicproxyissue	dynamicproxyissue	True	http://github.com/julianjelfs/dynamicproxyissue
True	androidlab/hfcca	hfcca	True	http://github.com/androidlab/hfcca
True	epidemian/bootstrap	bootstrap	True	http://github.com/epidemian/bootstrap
True	nkistler/hiddenagenda	hiddenagenda	True	http://github.com/nkistler/hiddenagenda
True	smelov/octave	octave	True	http://github.com/smelov/octave
True	flenter/docker-to-digital-ocean-example	docker to digital ocean example	True	http://github.com/flenter/docker-to-digital-ocean-example
True	miyanaga/mt-default-gravator	mt default gravator	True	http://github.com/miyanaga/mt-default-gravator
True	jipplus/opencart	opencart	True	http://github.com/jipplus/opencart
True	chinh7/transitionexample	transitionexample	True	http://github.com/chinh7/transitionexample
True	epictetus/backupgem	backupgem	True	http://github.com/epictetus/backupgem
True	dieterbe/graph-explorer	graph explorer	True	http://github.com/dieterbe/graph-explorer
True	avtushko/node-backbone-require-example-blog	node backbone require example blog	True	http://github.com/avtushko/node-backbone-require-example-blog
True	shogunpanda/ballast	ballast	True	http://github.com/shogunpanda/ballast
True	renoguyon/examples	examples	True	http://github.com/renoguyon/examples
True	stanlick/spring-next-generation	spring next generation	True	http://github.com/stanlick/spring-next-generation
True	thalesfp/luaandroidexample	luaandroidexample	True	http://github.com/thalesfp/luaandroidexample
True	sasagani/temp	temp	True	http://github.com/sasagani/temp
True	remyyounes/screensharejs	screensharejs	True	http://github.com/remyyounes/screensharejs
True	sidlinux22/shell_script	shell script	True	http://github.com/sidlinux22/shell_script
True	markswiatek/servicestack.examples	servicestack examples	True	http://github.com/markswiatek/servicestack.examples
True	tregalman/sample_app	sample app	True	http://github.com/tregalman/sample_app
True	sh0shin/nagios-pf-plugin	nagios pf plugin	True	http://github.com/sh0shin/nagios-pf-plugin
True	jekuta/sample_app	sample app	True	http://github.com/jekuta/sample_app
True	bpgergo/matrix-multiplication-demo	matrix multiplication demo	True	http://github.com/bpgergo/matrix-multiplication-demo
True	jd-carroll/e4-fragment-example	e4 fragment example	True	http://github.com/jd-carroll/e4-fragment-example
True	gowerm/wikipedia-sample	wikipedia sample	True	http://github.com/gowerm/wikipedia-sample
True	stanwu/binaural-beats	binaural beats	True	http://github.com/stanwu/binaural-beats
True	gc3-uzh-ch/nagios-plugins	nagios plugins	True	http://github.com/gc3-uzh-ch/nagios-plugins
True	raptor008v2/sample_app	sample app	True	http://github.com/raptor008v2/sample_app
True	moveplugins/account-message	account message	True	http://github.com/moveplugins/account-message
True	brenhilt/euler-problems	euler problems	True	http://github.com/brenhilt/euler-problems
True	aosplus/packages_apps_gallery2	packages apps gallery2	True	http://github.com/aosplus/packages_apps_gallery2
True	nikenike/course-contentmanagement	course contentmanagement	True	http://github.com/nikenike/course-contentmanagement
True	geekbeing/sample_app	sample app	True	http://github.com/geekbeing/sample_app
True	fe2o3/quickfix-samples	quickfix samples	True	http://github.com/fe2o3/quickfix-samples
True	stankevich/puppet-rsyslog	puppet rsyslog	True	http://github.com/stankevich/puppet-rsyslog
True	xuhao791214/nodesample	nodesample	True	http://github.com/xuhao791214/nodesample
True	sirsean/sproutcore-sample-tasks-server	sproutcore sample tasks server	True	http://github.com/sirsean/sproutcore-sample-tasks-server
True	azienkowicz/pixelkit-bootstrap-ui-kits	pixelkit bootstrap ui kits	True	http://github.com/azienkowicz/pixelkit-bootstrap-ui-kits
True	denis-chmel/symfony-standard	symfony standard	True	http://github.com/denis-chmel/symfony-standard
True	mabrax/sample_app	sample app	True	http://github.com/mabrax/sample_app
True	pawel-d/the-epic-odyssey	the epic odyssey	True	http://github.com/pawel-d/the-epic-odyssey
True	tslater/angular-jasmine-example	angular jasmine example	True	http://github.com/tslater/angular-jasmine-example
True	tnn/dart-tutorials-samples	dart tutorials samples	True	http://github.com/tnn/dart-tutorials-samples
True	jamesbremner/applesoranges	applesoranges	True	http://github.com/jamesbremner/applesoranges
True	ifandelse/dynamic-conventions-examples	dynamic conventions examples	True	http://github.com/ifandelse/dynamic-conventions-examples
True	danboconnor/sample_app	sample app	True	http://github.com/danboconnor/sample_app
True	davidsidlinger/saccharin	saccharin	True	http://github.com/davidsidlinger/saccharin
True	sudocoda/msd-examples	msd examples	True	http://github.com/sudocoda/msd-examples
True	shreya/sample1	sample1	True	http://github.com/shreya/sample1
True	dericcrago/django-backbone-example	django backbone example	True	http://github.com/dericcrago/django-backbone-example
True	emmaguy/dashclockepisodereminder	dashclockepisodereminder	True	http://github.com/emmaguy/dashclockepisodereminder
True	geshafer/napp.alloy.adapter.restapi	napp alloy adapter restapi	True	http://github.com/geshafer/napp.alloy.adapter.restapi
True	amananiket/shogun	shogun	True	http://github.com/amananiket/shogun
True	kanzure/jasmine-standalone	jasmine standalone	True	http://github.com/kanzure/jasmine-standalone
True	rossengeorgiev/gnuplot-colorbrewer	gnuplot colorbrewer	True	http://github.com/rossengeorgiev/gnuplot-colorbrewer
True	query-string/rails_standards	rails standards	True	http://github.com/query-string/rails_standards
True	mediagrin/yeoman-examples	yeoman examples	True	http://github.com/mediagrin/yeoman-examples
True	vibhuti/sample_app	sample app	True	http://github.com/vibhuti/sample_app
True	evengers/nodejs-openshift	nodejs openshift	True	http://github.com/evengers/nodejs-openshift
True	mozey/epiceditor	epiceditor	True	http://github.com/mozey/epiceditor
True	estefa77/sass	sass	True	http://github.com/estefa77/sass
True	symfony-plugins/capropelnestedsetmanagerplugin	capropelnestedsetmanagerplugin	True	http://github.com/symfony-plugins/capropelnestedsetmanagerplugin
True	martinkbrown/notification-example	notification example	True	http://github.com/martinkbrown/notification-example
True	reactorio/bootstrap-sass	bootstrap sass	True	http://github.com/reactorio/bootstrap-sass
True	idreamtbest/osass5	osass5	True	http://github.com/idreamtbest/osass5
True	rclanan/appointmentmanager	appointmentmanager	True	http://github.com/rclanan/appointmentmanager
True	cancercare/960-sass	  sass	True	http://github.com/cancercare/960-sass
True	shivasharma/sample_app1	sample app1	True	http://github.com/shivasharma/sample_app1
True	joan-pons/primerremot	primerremot	True	http://github.com/joan-pons/primerremot
True	lermex/project-euler-solutions	project euler solutions	True	http://github.com/lermex/project-euler-solutions
True	sravangajula/sample-app	sample app	True	http://github.com/sravangajula/sample-app
True	halfdreamer/django-example	django example	True	http://github.com/halfdreamer/django-example
True	mikemalloy/sample_app	sample app	True	http://github.com/mikemalloy/sample_app
True	pombredanne/jplusplus.org	jplusplus org	True	http://github.com/pombredanne/jplusplus.org
True	nvlad/bookexplorer-db	bookexplorer db	True	http://github.com/nvlad/bookexplorer-db
True	sexytaeho/stagetextexample	stagetextexample	True	http://github.com/sexytaeho/stagetextexample
True	mselvi/spring-data-jpa-examples	spring data jpa examples	True	http://github.com/mselvi/spring-data-jpa-examples
